Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,1,638,365,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,1,621,351,00:00:00.5,0
16,1,612,351,00:00:00.5333333333333333,0
17,0,0,0,00:00:00.5666666666666667,0
18,1,595,356,00:00:00.6,0
19,1,587,357,00:00:00.6333333333333333,0
20,1,585,357,00:00:00.6666666666666666,0
21,1,578,361,00:00:00.7,0
22,1,568,367,00:00:00.7333333333333333,0
23,1,561,373,00:00:00.7666666666666666,0
24,1,555,381,00:00:00.8,0
25,1,550,390,00:00:00.8333333333333334,0
26,1,548,390,00:00:00.8666666666666667,0
27,1,542,397,00:00:00.9,1
28,1,507,386,00:00:00.9333333333333333,0
29,1,548,356,00:00:00.9666666666666667,0
30,1,571,315,00:00:01.0,0
31,1,583,280,00:00:01.0333333333333332,0
32,1,586,277,00:00:01.0666666666666667,0
33,1,597,243,00:00:01.1,0
34,1,608,220,00:00:01.1333333333333333,0
35,1,618,198,00:00:01.1666666666666667,0
36,1,626,181,00:00:01.2,0
37,1,636,166,00:00:01.2333333333333334,0
38,1,636,166,00:00:01.2666666666666666,0
39,1,643,152,00:00:01.3,0
40,1,651,141,00:00:01.3333333333333333,0
41,1,656,133,00:00:01.3666666666666667,0
42,1,663,127,00:00:01.4,0
43,1,668,123,00:00:01.4333333333333333,0
44,1,670,123,00:00:01.4666666666666666,0
45,1,675,118,00:00:01.5,0
46,1,681,117,00:00:01.5333333333333332,0
47,1,686,116,00:00:01.5666666666666667,0
48,1,691,117,00:00:01.6,0
49,1,696,118,00:00:01.6333333333333333,0
50,1,696,120,00:00:01.6666666666666667,0
51,1,701,122,00:00:01.7,0
52,1,706,126,00:00:01.7333333333333334,0
53,1,711,132,00:00:01.7666666666666666,0
54,1,716,138,00:00:01.8,0
55,1,720,146,00:00:01.8333333333333333,0
56,1,720,146,00:00:01.8666666666666667,0
57,1,723,153,00:00:01.9,0
58,1,728,163,00:00:01.9333333333333333,0
59,1,731,173,00:00:01.9666666666666666,0
60,1,736,183,00:00:02.0,0
61,1,738,196,00:00:02.033333333333333,0
62,1,741,196,00:00:02.0666666666666664,0
63,1,743,207,00:00:02.1,0
64,1,746,218,00:00:02.1333333333333333,0
65,1,762,198,00:00:02.1666666666666665,0
66,1,776,176,00:00:02.2,1
67,1,786,157,00:00:02.2333333333333334,0
68,1,787,156,00:00:02.2666666666666666,0
69,1,796,141,00:00:02.3,0
70,1,806,127,00:00:02.3333333333333335,0
71,1,811,118,00:00:02.3666666666666667,0
72,1,817,111,00:00:02.4,0
73,1,823,106,00:00:02.433333333333333,0
74,1,825,106,00:00:02.466666666666667,0
75,1,828,101,00:00:02.5,0
76,1,833,101,00:00:02.533333333333333,0
77,1,838,100,00:00:02.5666666666666664,0
78,1,841,101,00:00:02.6,0
79,1,846,103,00:00:02.6333333333333333,0
80,1,846,103,00:00:02.6666666666666665,0
81,1,848,106,00:00:02.7,0
82,1,851,113,00:00:02.7333333333333334,0
83,1,856,121,00:00:02.7666666666666666,0
84,1,858,127,00:00:02.8,0
85,1,861,136,00:00:02.8333333333333335,0
86,1,861,137,00:00:02.8666666666666667,0
87,1,861,148,00:00:02.9,0
88,1,863,161,00:00:02.933333333333333,0
89,1,866,173,00:00:02.966666666666667,0
90,1,866,187,00:00:03.0,0
91,1,868,201,00:00:03.033333333333333,0
92,1,868,201,00:00:03.0666666666666664,0
93,1,868,220,00:00:03.1,0
94,1,871,236,00:00:03.1333333333333333,0
95,1,871,256,00:00:03.1666666666666665,0
96,1,871,276,00:00:03.2,0
97,1,872,293,00:00:03.2333333333333334,0
98,1,871,293,00:00:03.2666666666666666,0
99,1,872,316,00:00:03.3,0
100,1,873,337,00:00:03.3333333333333335,1
101,1,875,356,00:00:03.3666666666666667,0
102,1,852,451,00:00:03.4,0
103,1,813,327,00:00:03.433333333333333,0
104,1,812,327,00:00:03.466666666666667,0
105,1,798,323,00:00:03.5,0
106,1,787,321,00:00:03.533333333333333,0
107,1,781,321,00:00:03.5666666666666664,0
108,1,776,321,00:00:03.6,0
109,1,772,322,00:00:03.6333333333333333,0
110,1,771,323,00:00:03.6666666666666665,0
111,1,767,326,00:00:03.6999999999999997,0
112,1,765,328,00:00:03.7333333333333334,0
113,1,761,328,00:00:03.7666666666666666,0
114,1,726,326,00:00:03.8,1
115,0,0,0,00:00:03.8333333333333335,0
116,0,0,0,00:00:03.8666666666666667,0
117,1,685,318,00:00:03.9,0
118,1,665,316,00:00:03.933333333333333,0
119,1,646,318,00:00:03.966666666666667,0
120,1,632,320,00:00:04.0,0
121,1,617,321,00:00:04.033333333333333,0
122,1,616,321,00:00:04.066666666666666,0
123,1,600,326,00:00:04.1,0
124,1,587,331,00:00:04.133333333333333,0
125,1,572,336,00:00:04.166666666666667,0
126,1,560,342,00:00:04.2,0
127,1,548,351,00:00:04.233333333333333,0
128,1,548,350,00:00:04.266666666666667,0
129,1,535,361,00:00:04.3,0
130,1,523,371,00:00:04.333333333333333,0
131,1,513,381,00:00:04.366666666666666,0
132,1,502,392,00:00:04.4,0
133,1,495,403,00:00:04.433333333333334,0
134,1,492,406,00:00:04.466666666666667,0
135,1,481,420,00:00:04.5,0
136,1,472,433,00:00:04.533333333333333,0
137,1,463,450,00:00:04.566666666666666,0
138,1,453,466,00:00:04.6,0
139,1,446,482,00:00:04.633333333333333,0
140,1,446,483,00:00:04.666666666666667,0
141,1,436,501,00:00:04.7,1
142,1,430,520,00:00:04.733333333333333,0
143,0,0,0,00:00:04.766666666666667,0
144,1,471,378,00:00:04.8,0
145,1,488,317,00:00:04.833333333333333,0
146,1,490,316,00:00:04.866666666666666,0
147,1,506,265,00:00:04.9,0
148,1,521,222,00:00:04.933333333333334,0
149,1,531,192,00:00:04.966666666666667,0
150,1,543,162,00:00:05.0,0
151,1,551,138,00:00:05.033333333333333,0
152,1,552,137,00:00:05.066666666666666,0
153,1,561,116,00:00:05.1,0
