Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,1,691,346,00:00:00.4,0
13,1,696,348,00:00:00.43333333333333335,0
14,1,696,350,00:00:00.4666666666666667,0
15,1,701,356,00:00:00.5,0
16,1,706,361,00:00:00.5333333333333333,0
17,1,711,366,00:00:00.5666666666666667,0
18,1,716,376,00:00:00.6,0
19,1,720,383,00:00:00.6333333333333333,0
20,1,721,386,00:00:00.6666666666666666,0
21,1,723,396,00:00:00.7,0
22,1,726,406,00:00:00.7333333333333333,0
23,1,731,421,00:00:00.7666666666666666,0
24,1,733,435,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,1
27,1,690,403,00:00:00.9,0
28,1,673,387,00:00:00.9333333333333333,0
29,1,661,371,00:00:00.9666666666666667,0
30,0,0,0,00:00:01.0,0
31,0,0,0,00:00:01.0333333333333332,0
32,0,0,0,00:00:01.0666666666666667,0
33,0,0,0,00:00:01.1,0
34,0,0,0,00:00:01.1333333333333333,0
35,1,585,346,00:00:01.1666666666666667,0
36,1,571,345,00:00:01.2,0
37,1,563,345,00:00:01.2333333333333334,0
38,1,561,345,00:00:01.2666666666666666,0
39,1,551,348,00:00:01.3,0
40,1,541,351,00:00:01.3333333333333333,0
41,1,531,356,00:00:01.3666666666666667,0
42,1,523,361,00:00:01.4,0
43,1,517,365,00:00:01.4333333333333333,0
44,1,515,366,00:00:01.4666666666666666,0
45,1,506,376,00:00:01.5,0
46,1,500,383,00:00:01.5333333333333332,0
47,1,491,393,00:00:01.5666666666666667,0
48,1,483,403,00:00:01.6,0
49,1,481,412,00:00:01.6333333333333333,0
50,1,478,413,00:00:01.6666666666666667,0
51,1,471,405,00:00:01.7,0
52,1,477,372,00:00:01.7333333333333334,1
53,1,476,340,00:00:01.7666666666666666,0
54,1,476,316,00:00:01.8,0
55,1,476,298,00:00:01.8333333333333333,0
56,1,477,297,00:00:01.8666666666666667,0
57,1,476,278,00:00:01.9,0
58,1,476,263,00:00:01.9333333333333333,0
59,1,477,251,00:00:01.9666666666666666,0
60,1,478,241,00:00:02.0,0
61,1,478,233,00:00:02.033333333333333,0
62,1,478,232,00:00:02.0666666666666664,0
63,1,478,226,00:00:02.1,0
64,1,478,221,00:00:02.1333333333333333,0
65,1,478,216,00:00:02.1666666666666665,0
66,0,0,0,00:00:02.2,0
67,0,0,0,00:00:02.2333333333333334,0
68,0,0,0,00:00:02.2666666666666666,0
69,1,480,216,00:00:02.3,0
70,1,480,218,00:00:02.3333333333333335,0
71,1,480,223,00:00:02.3666666666666667,0
72,1,480,228,00:00:02.4,0
73,1,480,236,00:00:02.433333333333333,0
74,1,480,236,00:00:02.466666666666667,0
75,1,478,246,00:00:02.5,0
76,1,478,256,00:00:02.533333333333333,0
77,1,478,268,00:00:02.5666666666666664,0
78,1,478,281,00:00:02.6,0
79,1,478,296,00:00:02.6333333333333333,0
80,1,478,296,00:00:02.6666666666666665,0
81,1,478,312,00:00:02.7,0
82,1,478,330,00:00:02.7333333333333334,0
83,1,477,348,00:00:02.7666666666666666,1
84,1,478,341,00:00:02.8,0
85,1,480,342,00:00:02.8333333333333335,0
86,1,481,343,00:00:02.8666666666666667,0
87,1,481,343,00:00:02.9,0
88,1,481,346,00:00:02.933333333333333,0
89,1,481,351,00:00:02.966666666666667,0
90,1,481,353,00:00:03.0,0
91,1,482,357,00:00:03.033333333333333,0
92,1,481,358,00:00:03.0666666666666664,0
93,1,483,361,00:00:03.1,0
94,1,483,366,00:00:03.1333333333333333,0
95,1,483,373,00:00:03.1666666666666665,0
96,1,513,358,00:00:03.2,0
97,0,0,0,00:00:03.2333333333333334,1
98,0,0,0,00:00:03.2666666666666666,0
99,0,0,0,00:00:03.3,0
100,0,0,0,00:00:03.3333333333333335,0
101,1,587,316,00:00:03.3666666666666667,0
102,1,603,311,00:00:03.4,0
103,1,613,308,00:00:03.433333333333333,0
104,1,615,308,00:00:03.466666666666667,0
105,1,628,308,00:00:03.5,0
106,1,641,308,00:00:03.533333333333333,0
107,1,653,308,00:00:03.5666666666666664,0
108,1,665,312,00:00:03.6,0
109,1,672,316,00:00:03.6333333333333333,0
110,1,673,316,00:00:03.6666666666666665,0
111,1,683,321,00:00:03.6999999999999997,0
112,1,693,327,00:00:03.7333333333333334,0
113,1,701,336,00:00:03.7666666666666666,0
114,1,711,345,00:00:03.8,0
115,1,718,353,00:00:03.8333333333333335,0
116,1,720,355,00:00:03.8666666666666667,0
117,1,726,366,00:00:03.9,0
118,1,735,378,00:00:03.933333333333333,0
119,1,741,391,00:00:03.966666666666667,0
120,1,747,406,00:00:04.0,0
121,1,752,418,00:00:04.033333333333333,0
122,1,753,421,00:00:04.066666666666666,0
123,1,761,436,00:00:04.1,0
124,1,766,453,00:00:04.133333333333333,0
125,1,771,472,00:00:04.166666666666667,0
126,1,732,416,00:00:04.2,0
127,1,698,360,00:00:04.233333333333333,1
128,1,697,361,00:00:04.266666666666667,0
129,1,668,322,00:00:04.3,0
130,1,645,285,00:00:04.333333333333333,0
131,1,625,261,00:00:04.366666666666666,0
132,1,608,240,00:00:04.4,0
133,1,595,222,00:00:04.433333333333334,0
134,1,595,222,00:00:04.466666666666667,0
135,1,581,206,00:00:04.5,0
136,1,570,195,00:00:04.533333333333333,0
137,1,558,186,00:00:04.566666666666666,0
138,1,548,178,00:00:04.6,0
139,1,542,173,00:00:04.633333333333333,0
140,1,541,173,00:00:04.666666666666667,0
141,1,533,170,00:00:04.7,0
142,1,526,168,00:00:04.733333333333333,0
143,1,518,166,00:00:04.766666666666667,0
144,1,513,166,00:00:04.8,0
145,1,508,168,00:00:04.833333333333333,0
146,1,508,168,00:00:04.866666666666666,0
147,1,503,171,00:00:04.9,0
148,1,498,176,00:00:04.933333333333334,0
149,1,493,181,00:00:04.966666666666667,0
150,1,488,186,00:00:05.0,0
151,1,486,192,00:00:05.033333333333333,0
152,1,486,193,00:00:05.066666666666666,0
153,1,481,201,00:00:05.1,0
