Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,0,0,0,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,0,0,0,00:00:00.5,0
16,0,0,0,00:00:00.5333333333333333,0
17,0,0,0,00:00:00.5666666666666667,0
18,0,0,0,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,0,0,0,00:00:00.6666666666666666,0
21,0,0,0,00:00:00.7,0
22,1,611,465,00:00:00.7333333333333333,0
23,0,0,0,00:00:00.7666666666666666,0
24,1,606,460,00:00:00.8,0
25,1,606,457,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,0
27,1,602,417,00:00:00.9,0
28,1,596,401,00:00:00.9333333333333333,0
29,1,595,390,00:00:00.9666666666666667,0
30,0,0,0,00:00:01.0,0
31,0,0,0,00:00:01.0333333333333332,0
32,0,0,0,00:00:01.0666666666666667,0
33,0,0,0,00:00:01.1,0
34,0,0,0,00:00:01.1333333333333333,0
35,0,0,0,00:00:01.1666666666666667,0
36,0,0,0,00:00:01.2,0
37,0,0,0,00:00:01.2333333333333334,0
38,0,0,0,00:00:01.2666666666666666,0
39,0,0,0,00:00:01.3,0
40,0,0,0,00:00:01.3333333333333333,0
41,0,0,0,00:00:01.3666666666666667,0
42,0,0,0,00:00:01.4,0
43,0,0,0,00:00:01.4333333333333333,0
44,0,0,0,00:00:01.4666666666666666,1
45,0,0,0,00:00:01.5,0
46,0,0,0,00:00:01.5333333333333332,0
47,1,650,287,00:00:01.5666666666666667,0
48,1,656,273,00:00:01.6,0
49,1,667,258,00:00:01.6333333333333333,0
50,1,668,258,00:00:01.6666666666666667,0
51,1,676,247,00:00:01.7,0
52,1,685,237,00:00:01.7333333333333334,0
53,1,696,231,00:00:01.7666666666666666,0
54,1,705,223,00:00:01.8,0
55,1,711,221,00:00:01.8333333333333333,0
56,1,712,220,00:00:01.8666666666666667,0
57,1,721,217,00:00:01.9,0
58,1,728,217,00:00:01.9333333333333333,0
59,1,736,218,00:00:01.9666666666666666,0
60,1,741,221,00:00:02.0,0
61,1,747,223,00:00:02.033333333333333,0
62,1,748,225,00:00:02.0666666666666664,0
63,1,756,231,00:00:02.1,0
64,1,761,238,00:00:02.1333333333333333,0
65,1,766,246,00:00:02.1666666666666665,0
66,1,771,257,00:00:02.2,0
67,1,776,268,00:00:02.2333333333333334,0
68,1,776,268,00:00:02.2666666666666666,0
69,1,782,282,00:00:02.3,0
70,1,786,296,00:00:02.3333333333333335,0
71,1,791,311,00:00:02.3666666666666667,0
72,1,795,327,00:00:02.4,0
73,1,798,346,00:00:02.433333333333333,0
74,1,800,345,00:00:02.466666666666667,0
75,1,803,363,00:00:02.5,0
76,1,806,382,00:00:02.533333333333333,1
77,1,810,401,00:00:02.5666666666666664,0
78,1,810,388,00:00:02.6,0
79,1,811,371,00:00:02.6333333333333333,0
80,1,810,370,00:00:02.6666666666666665,0
81,1,808,355,00:00:02.7,0
82,1,810,346,00:00:02.7333333333333334,0
83,1,811,341,00:00:02.7666666666666666,0
84,1,811,338,00:00:02.8,0
85,1,811,336,00:00:02.8333333333333335,0
86,1,811,336,00:00:02.8666666666666667,0
87,1,811,336,00:00:02.9,0
88,1,811,338,00:00:02.933333333333333,0
89,1,811,341,00:00:02.966666666666667,0
90,1,811,343,00:00:03.0,0
91,1,812,348,00:00:03.033333333333333,0
92,1,811,348,00:00:03.0666666666666664,0
93,1,815,351,00:00:03.1,0
94,0,0,0,00:00:03.1333333333333333,1
95,1,817,358,00:00:03.1666666666666665,0
96,1,821,347,00:00:03.2,0
97,1,821,336,00:00:03.2333333333333334,0
98,1,821,336,00:00:03.2666666666666666,0
99,1,826,333,00:00:03.3,0
100,1,828,331,00:00:03.3333333333333335,0
101,1,831,330,00:00:03.3666666666666667,0
102,1,835,328,00:00:03.4,0
103,1,836,328,00:00:03.433333333333333,0
104,1,838,331,00:00:03.466666666666667,0
105,1,838,331,00:00:03.5,0
106,1,841,336,00:00:03.533333333333333,0
107,1,842,341,00:00:03.5666666666666664,0
108,1,843,347,00:00:03.6,0
109,1,846,353,00:00:03.6333333333333333,0
110,1,846,356,00:00:03.6666666666666665,0
111,1,846,363,00:00:03.6999999999999997,0
112,1,848,373,00:00:03.7333333333333334,0
113,1,848,385,00:00:03.7666666666666666,0
114,1,851,396,00:00:03.8,0
115,1,851,408,00:00:03.8333333333333335,0
116,1,851,410,00:00:03.8666666666666667,0
117,1,851,421,00:00:03.9,0
118,1,840,365,00:00:03.933333333333333,0
119,1,832,320,00:00:03.966666666666667,1
120,1,825,282,00:00:04.0,0
121,1,821,255,00:00:04.033333333333333,0
122,1,821,253,00:00:04.066666666666666,0
123,1,816,227,00:00:04.1,0
124,1,813,207,00:00:04.133333333333333,0
125,1,810,191,00:00:04.166666666666667,0
126,1,806,176,00:00:04.2,0
127,1,803,165,00:00:04.233333333333333,0
128,1,803,165,00:00:04.266666666666667,0
129,1,801,153,00:00:04.3,0
130,1,800,146,00:00:04.333333333333333,0
131,1,797,141,00:00:04.366666666666666,0
132,1,796,136,00:00:04.4,0
133,1,795,133,00:00:04.433333333333334,0
134,1,793,133,00:00:04.466666666666667,0
135,1,792,131,00:00:04.5,0
136,1,791,131,00:00:04.533333333333333,0
137,1,791,133,00:00:04.566666666666666,0
138,1,790,135,00:00:04.6,0
139,1,790,138,00:00:04.633333333333333,0
140,1,788,138,00:00:04.666666666666667,0
141,1,788,142,00:00:04.7,0
142,1,787,148,00:00:04.733333333333333,0
143,1,787,156,00:00:04.766666666666667,0
144,1,786,163,00:00:04.8,0
145,1,787,171,00:00:04.833333333333333,0
146,1,786,171,00:00:04.866666666666666,0
147,1,786,181,00:00:04.9,0
148,1,786,191,00:00:04.933333333333334,1
149,0,0,0,00:00:04.966666666666667,0
150,0,0,0,00:00:05.0,0
151,0,0,0,00:00:05.033333333333333,0
152,0,0,0,00:00:05.066666666666666,0
153,1,800,385,00:00:05.1,0
