Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,1,593,376,00:00:00.2,0
7,1,578,330,00:00:00.23333333333333334,0
8,1,565,291,00:00:00.26666666666666666,0
9,1,566,291,00:00:00.3,0
10,1,553,263,00:00:00.3333333333333333,0
11,1,545,240,00:00:00.36666666666666664,0
12,1,538,221,00:00:00.4,0
13,1,531,203,00:00:00.43333333333333335,0
14,1,526,191,00:00:00.4666666666666667,0
15,1,525,191,00:00:00.5,0
16,1,520,181,00:00:00.5333333333333333,0
17,1,515,173,00:00:00.5666666666666667,0
18,1,510,166,00:00:00.6,0
19,1,506,161,00:00:00.6333333333333333,0
20,1,503,158,00:00:00.6666666666666666,0
21,1,502,158,00:00:00.7,0
22,1,501,156,00:00:00.7333333333333333,0
23,1,496,156,00:00:00.7666666666666666,0
24,1,495,156,00:00:00.8,0
25,1,492,158,00:00:00.8333333333333334,0
26,1,490,163,00:00:00.8666666666666667,0
27,1,491,161,00:00:00.9,0
28,1,487,166,00:00:00.9333333333333333,0
29,1,486,171,00:00:00.9666666666666667,0
30,1,486,177,00:00:01.0,0
31,1,483,186,00:00:01.0333333333333332,0
32,1,482,193,00:00:01.0666666666666667,0
33,1,482,193,00:00:01.1,0
34,1,481,201,00:00:01.1333333333333333,0
35,1,481,211,00:00:01.1666666666666667,0
36,1,481,221,00:00:01.2,0
37,1,480,233,00:00:01.2333333333333334,0
38,1,476,247,00:00:01.2666666666666666,1
39,1,476,248,00:00:01.3,0
40,1,473,258,00:00:01.3333333333333333,0
41,1,468,268,00:00:01.3666666666666667,0
42,1,465,281,00:00:01.4,0
43,1,461,291,00:00:01.4333333333333333,0
44,1,458,301,00:00:01.4666666666666666,0
45,1,458,301,00:00:01.5,0
46,1,456,311,00:00:01.5333333333333332,0
47,1,453,321,00:00:01.5666666666666667,0
48,1,451,333,00:00:01.6,0
49,1,448,346,00:00:01.6333333333333333,0
50,1,446,358,00:00:01.6666666666666667,0
51,1,446,358,00:00:01.7,0
52,1,443,371,00:00:01.7333333333333334,0
53,1,441,386,00:00:01.7666666666666666,0
54,1,438,401,00:00:01.8,0
55,1,436,416,00:00:01.8333333333333333,0
56,1,433,431,00:00:01.8666666666666667,0
57,1,433,431,00:00:01.9,0
58,1,431,448,00:00:01.9333333333333333,0
59,1,430,466,00:00:01.9666666666666666,0
60,1,428,478,00:00:02.0,1
61,0,0,0,00:00:02.033333333333333,0
62,1,452,417,00:00:02.0666666666666664,0
63,1,453,418,00:00:02.1,0
64,1,461,396,00:00:02.1333333333333333,0
65,1,470,383,00:00:02.1666666666666665,0
66,1,478,371,00:00:02.2,0
67,1,483,358,00:00:02.2333333333333334,0
68,1,488,350,00:00:02.2666666666666666,0
69,1,490,351,00:00:02.3,0
70,1,496,342,00:00:02.3333333333333335,0
71,1,501,338,00:00:02.3666666666666667,0
72,1,506,336,00:00:02.4,0
73,1,511,333,00:00:02.433333333333333,0
74,1,516,336,00:00:02.466666666666667,0
75,1,516,336,00:00:02.5,0
76,1,520,336,00:00:02.533333333333333,0
77,1,522,338,00:00:02.5666666666666664,0
78,1,528,343,00:00:02.6,0
79,1,531,348,00:00:02.6333333333333333,0
80,1,533,353,00:00:02.6666666666666665,0
81,1,535,353,00:00:02.7,0
82,1,537,361,00:00:02.7333333333333334,0
83,1,541,366,00:00:02.7666666666666666,0
84,1,577,365,00:00:02.8,0
85,1,602,363,00:00:02.8333333333333335,0
86,0,0,0,00:00:02.8666666666666667,1
87,1,627,360,00:00:02.9,0
88,1,648,358,00:00:02.933333333333333,0
89,1,666,361,00:00:02.966666666666667,0
90,1,685,361,00:00:03.0,0
91,1,701,366,00:00:03.033333333333333,0
92,1,716,371,00:00:03.0666666666666664,0
93,1,716,371,00:00:03.1,0
94,1,728,376,00:00:03.1333333333333333,0
95,1,741,382,00:00:03.1666666666666665,0
96,1,755,391,00:00:03.2,0
97,1,766,401,00:00:03.2333333333333334,0
98,1,776,410,00:00:03.2666666666666666,0
99,1,776,408,00:00:03.3,0
100,1,783,391,00:00:03.3333333333333335,0
101,1,777,373,00:00:03.3666666666666667,0
102,1,781,358,00:00:03.4,1
103,1,781,348,00:00:03.433333333333333,0
104,1,782,341,00:00:03.466666666666667,0
105,1,782,341,00:00:03.5,0
106,1,783,336,00:00:03.533333333333333,0
107,1,783,331,00:00:03.5666666666666664,0
108,1,783,331,00:00:03.6,0
109,1,786,331,00:00:03.6333333333333333,0
110,1,786,331,00:00:03.6666666666666665,0
111,1,786,331,00:00:03.6999999999999997,0
112,1,786,333,00:00:03.7333333333333334,0
113,1,786,337,00:00:03.7666666666666666,0
114,1,788,341,00:00:03.8,0
115,1,788,346,00:00:03.8333333333333335,0
116,1,790,353,00:00:03.8666666666666667,0
117,1,790,353,00:00:03.9,0
118,1,791,361,00:00:03.933333333333333,0
119,1,792,367,00:00:03.966666666666667,0
120,1,791,376,00:00:04.0,0
121,1,796,371,00:00:04.033333333333333,0
122,1,801,361,00:00:04.066666666666666,1
123,1,800,361,00:00:04.1,0
124,1,801,348,00:00:04.133333333333333,0
125,1,806,338,00:00:04.166666666666667,0
126,1,810,330,00:00:04.2,0
127,1,811,326,00:00:04.233333333333333,0
128,1,810,322,00:00:04.266666666666667,0
129,1,811,322,00:00:04.3,0
130,1,811,321,00:00:04.333333333333333,0
131,1,813,321,00:00:04.366666666666666,0
132,1,816,322,00:00:04.4,0
133,1,818,326,00:00:04.433333333333334,0
134,1,820,328,00:00:04.466666666666667,0
135,1,821,327,00:00:04.5,0
136,1,821,332,00:00:04.533333333333333,0
137,1,823,338,00:00:04.566666666666666,0
138,1,823,346,00:00:04.6,0
139,1,826,355,00:00:04.633333333333333,0
140,1,826,365,00:00:04.666666666666667,0
141,1,826,365,00:00:04.7,0
142,1,826,376,00:00:04.733333333333333,0
143,1,826,387,00:00:04.766666666666667,0
144,1,827,397,00:00:04.8,0
145,1,827,416,00:00:04.833333333333333,0
146,1,828,431,00:00:04.866666666666666,0
147,1,828,431,00:00:04.9,0
148,1,830,446,00:00:04.933333333333334,0
149,0,0,0,00:00:04.966666666666667,0
150,1,761,371,00:00:05.0,1
151,1,727,332,00:00:05.033333333333333,0
152,1,703,301,00:00:05.066666666666666,0
153,1,702,302,00:00:05.1,0
