Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,0,0,0,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,0,0,0,00:00:00.5,0
16,0,0,0,00:00:00.5333333333333333,0
17,0,0,0,00:00:00.5666666666666667,0
18,0,0,0,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,0,0,0,00:00:00.6666666666666666,0
21,0,0,0,00:00:00.7,0
22,0,0,0,00:00:00.7333333333333333,0
23,0,0,0,00:00:00.7666666666666666,0
24,1,656,366,00:00:00.8,0
25,1,665,358,00:00:00.8333333333333334,0
26,1,671,353,00:00:00.8666666666666667,0
27,0,0,0,00:00:00.9,0
28,0,0,0,00:00:00.9333333333333333,0
29,0,0,0,00:00:00.9666666666666667,0
30,1,693,345,00:00:01.0,0
31,1,695,343,00:00:01.0333333333333332,0
32,0,0,0,00:00:01.0666666666666667,0
33,0,0,0,00:00:01.1,0
34,0,0,0,00:00:01.1333333333333333,0
35,0,0,0,00:00:01.1666666666666667,0
36,0,0,0,00:00:01.2,0
37,0,0,0,00:00:01.2333333333333334,0
38,0,0,0,00:00:01.2666666666666666,0
39,0,0,0,00:00:01.3,0
40,0,0,0,00:00:01.3333333333333333,0
41,0,0,0,00:00:01.3666666666666667,1
42,1,670,226,00:00:01.4,0
43,1,658,203,00:00:01.4333333333333333,0
44,1,648,181,00:00:01.4666666666666666,0
45,1,648,182,00:00:01.5,0
46,1,638,163,00:00:01.5333333333333332,0
47,1,631,148,00:00:01.5666666666666667,0
48,1,622,135,00:00:01.6,0
49,1,615,123,00:00:01.6333333333333333,0
50,1,606,113,00:00:01.6666666666666667,0
51,1,606,113,00:00:01.7,0
52,1,600,106,00:00:01.7333333333333334,0
53,1,592,101,00:00:01.7666666666666666,0
54,1,586,97,00:00:01.8,0
55,1,578,96,00:00:01.8333333333333333,0
56,1,571,93,00:00:01.8666666666666667,0
57,1,572,95,00:00:01.9,0
58,1,566,96,00:00:01.9333333333333333,0
59,1,558,96,00:00:01.9666666666666666,0
60,1,551,101,00:00:02.0,0
61,1,546,106,00:00:02.033333333333333,0
62,1,538,115,00:00:02.0666666666666664,0
63,1,538,116,00:00:02.1,0
64,1,532,125,00:00:02.1333333333333333,0
65,1,526,135,00:00:02.1666666666666665,0
66,1,521,146,00:00:02.2,0
67,1,513,160,00:00:02.2333333333333334,0
68,1,508,173,00:00:02.2666666666666666,0
69,1,508,173,00:00:02.3,0
70,1,503,190,00:00:02.3333333333333335,0
71,1,498,206,00:00:02.3666666666666667,0
72,1,493,223,00:00:02.4,0
73,1,488,243,00:00:02.433333333333333,0
74,1,483,263,00:00:02.466666666666667,0
75,1,483,263,00:00:02.5,0
76,1,478,285,00:00:02.533333333333333,0
77,1,473,306,00:00:02.5666666666666664,0
78,1,471,330,00:00:02.6,0
79,1,466,351,00:00:02.6333333333333333,0
80,1,462,377,00:00:02.6666666666666665,0
81,1,462,377,00:00:02.7,0
82,1,458,401,00:00:02.7333333333333334,0
83,0,0,0,00:00:02.7666666666666666,0
84,0,0,0,00:00:02.8,0
85,0,0,0,00:00:02.8333333333333335,0
86,0,0,0,00:00:02.8666666666666667,0
87,0,0,0,00:00:02.9,0
88,0,0,0,00:00:02.933333333333333,0
89,0,0,0,00:00:02.966666666666667,0
90,0,0,0,00:00:03.0,0
91,0,0,0,00:00:03.033333333333333,0
92,0,0,0,00:00:03.0666666666666664,0
93,0,0,0,00:00:03.1,0
94,0,0,0,00:00:03.1333333333333333,0
95,1,436,528,00:00:03.1666666666666665,0
96,1,432,500,00:00:03.2,0
97,1,430,473,00:00:03.2333333333333334,0
98,1,428,453,00:00:03.2666666666666666,0
99,1,428,452,00:00:03.3,0
100,1,427,436,00:00:03.3333333333333335,0
101,1,427,422,00:00:03.3666666666666667,0
102,0,0,0,00:00:03.4,0
103,1,425,402,00:00:03.433333333333333,0
104,1,423,395,00:00:03.466666666666667,0
105,1,423,396,00:00:03.5,0
106,1,423,388,00:00:03.533333333333333,0
107,1,422,386,00:00:03.5666666666666664,0
108,1,421,386,00:00:03.6,0
109,1,421,386,00:00:03.6333333333333333,1
110,1,421,387,00:00:03.6666666666666665,0
111,1,421,386,00:00:03.6999999999999997,0
112,1,421,391,00:00:03.7333333333333334,0
113,1,421,393,00:00:03.7666666666666666,0
114,1,421,398,00:00:03.8,0
115,1,422,405,00:00:03.8333333333333335,0
116,1,422,412,00:00:03.8666666666666667,0
117,1,422,413,00:00:03.9,0
118,1,422,422,00:00:03.933333333333333,0
119,1,425,433,00:00:03.966666666666667,0
120,1,426,443,00:00:04.0,0
121,1,426,456,00:00:04.033333333333333,0
122,1,426,466,00:00:04.066666666666666,0
123,1,426,466,00:00:04.1,0
124,1,426,481,00:00:04.133333333333333,0
125,1,427,493,00:00:04.166666666666667,0
126,1,426,496,00:00:04.2,0
127,1,426,491,00:00:04.233333333333333,0
128,1,423,487,00:00:04.266666666666667,0
129,1,423,488,00:00:04.3,0
130,1,421,487,00:00:04.333333333333333,0
131,1,421,486,00:00:04.366666666666666,0
132,1,421,487,00:00:04.4,0
133,1,421,490,00:00:04.433333333333334,0
134,1,421,490,00:00:04.466666666666667,0
135,1,421,490,00:00:04.5,0
136,1,421,491,00:00:04.533333333333333,0
137,1,420,496,00:00:04.566666666666666,0
