Frame,Visibility,X,Y,Time,Hit
0,1,655,341,00:00:00.0,0
1,1,651,341,00:00:00.03333333333333333,0
2,1,648,341,00:00:00.06666666666666667,0
3,1,678,350,00:00:00.1,0
4,1,678,348,00:00:00.13333333333333333,0
5,1,677,358,00:00:00.16666666666666666,0
6,1,640,351,00:00:00.2,0
7,1,636,356,00:00:00.23333333333333334,0
8,1,633,365,00:00:00.26666666666666666,0
9,1,626,372,00:00:00.3,0
10,1,626,373,00:00:00.3333333333333333,0
11,1,626,381,00:00:00.36666666666666664,0
12,1,623,392,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,1
15,0,0,0,00:00:00.5,0
16,0,0,0,00:00:00.5333333333333333,0
17,0,0,0,00:00:00.5666666666666667,0
18,0,0,0,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,0,0,0,00:00:00.6666666666666666,0
21,0,0,0,00:00:00.7,0
22,0,0,0,00:00:00.7333333333333333,0
23,1,630,350,00:00:00.7666666666666666,0
24,0,0,0,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,0
27,0,0,0,00:00:00.9,0
28,0,0,0,00:00:00.9333333333333333,0
29,0,0,0,00:00:00.9666666666666667,0
30,0,0,0,00:00:01.0,0
31,0,0,0,00:00:01.0333333333333332,0
32,0,0,0,00:00:01.0666666666666667,0
33,1,652,353,00:00:01.1,0
34,1,653,353,00:00:01.1333333333333333,0
35,1,655,358,00:00:01.1666666666666667,0
36,0,0,0,00:00:01.2,0
37,0,0,0,00:00:01.2333333333333334,0
38,1,666,362,00:00:01.2666666666666666,1
39,0,0,0,00:00:01.3,0
40,0,0,0,00:00:01.3333333333333333,0
41,0,0,0,00:00:01.3666666666666667,0
42,1,673,343,00:00:01.4,0
43,0,0,0,00:00:01.4333333333333333,0
44,0,0,0,00:00:01.4666666666666666,0
45,0,0,0,00:00:01.5,0
46,0,0,0,00:00:01.5333333333333332,0
47,0,0,0,00:00:01.5666666666666667,0
48,1,691,346,00:00:01.6,0
49,1,691,351,00:00:01.6333333333333333,0
50,1,693,356,00:00:01.6666666666666667,0
51,1,691,363,00:00:01.7,0
52,1,692,365,00:00:01.7333333333333334,0
53,1,693,370,00:00:01.7666666666666666,0
54,1,693,380,00:00:01.8,0
55,1,693,392,00:00:01.8333333333333333,0
56,1,696,403,00:00:01.8666666666666667,0
57,0,0,0,00:00:01.9,0
58,0,0,0,00:00:01.9333333333333333,0
59,0,0,0,00:00:01.9666666666666666,0
60,0,0,0,00:00:02.0,0
61,1,671,366,00:00:02.033333333333333,1
62,1,656,311,00:00:02.0666666666666664,0
63,1,642,267,00:00:02.1,0
64,1,640,268,00:00:02.1333333333333333,0
65,1,626,231,00:00:02.1666666666666665,0
66,1,613,202,00:00:02.2,0
67,1,605,176,00:00:02.2333333333333334,0
68,1,595,153,00:00:02.2666666666666666,0
69,1,587,133,00:00:02.3,0
70,1,586,132,00:00:02.3333333333333335,0
71,1,581,121,00:00:02.3666666666666667,0
72,1,572,106,00:00:02.4,0
73,1,566,93,00:00:02.433333333333333,0
74,1,561,86,00:00:02.466666666666667,0
75,1,553,77,00:00:02.5,0
76,1,555,77,00:00:02.533333333333333,0
77,1,551,73,00:00:02.5666666666666664,0
78,1,545,68,00:00:02.6,0
79,1,541,63,00:00:02.6333333333333333,0
80,1,536,63,00:00:02.6666666666666665,0
81,1,531,61,00:00:02.7,0
82,1,531,61,00:00:02.7333333333333334,0
83,1,528,63,00:00:02.7666666666666666,0
84,1,523,66,00:00:02.8,0
85,1,521,68,00:00:02.8333333333333335,0
86,1,518,73,00:00:02.8666666666666667,0
87,1,515,78,00:00:02.9,0
88,1,513,80,00:00:02.933333333333333,0
89,1,511,86,00:00:02.966666666666667,0
90,1,510,93,00:00:03.0,0
91,1,508,103,00:00:03.033333333333333,0
92,1,506,113,00:00:03.0666666666666664,0
93,1,503,123,00:00:03.1,0
94,1,503,125,00:00:03.1333333333333333,0
95,1,501,133,00:00:03.1666666666666665,0
96,1,501,146,00:00:03.2,0
97,1,498,160,00:00:03.2333333333333334,0
98,1,496,172,00:00:03.2666666666666666,0
99,1,496,186,00:00:03.3,0
100,1,496,187,00:00:03.3333333333333335,0
101,1,490,222,00:00:03.3666666666666667,0
102,1,486,271,00:00:03.4,1
103,1,481,306,00:00:03.433333333333333,0
104,1,476,340,00:00:03.466666666666667,0
105,1,475,362,00:00:03.5,0
106,1,473,362,00:00:03.533333333333333,0
107,1,471,387,00:00:03.5666666666666664,0
108,1,466,411,00:00:03.6,0
109,1,462,432,00:00:03.6333333333333333,0
110,1,461,455,00:00:03.6666666666666665,0
111,1,457,477,00:00:03.6999999999999997,0
112,1,457,478,00:00:03.7333333333333334,0
113,1,453,492,00:00:03.7666666666666666,0
114,1,465,376,00:00:03.8,1
115,1,456,407,00:00:03.8333333333333335,0
116,1,452,385,00:00:03.8666666666666667,0
117,1,456,365,00:00:03.9,0
118,1,455,362,00:00:03.933333333333333,0
119,1,453,351,00:00:03.966666666666667,0
120,1,455,338,00:00:04.0,0
121,1,453,331,00:00:04.033333333333333,0
122,1,452,325,00:00:04.066666666666666,0
123,0,0,0,00:00:04.1,0
124,0,0,0,00:00:04.133333333333333,0
125,1,453,316,00:00:04.166666666666667,0
126,0,0,0,00:00:04.2,0
127,0,0,0,00:00:04.233333333333333,0
128,0,0,0,00:00:04.266666666666667,0
129,1,451,321,00:00:04.3,0
130,1,451,322,00:00:04.333333333333333,0
131,1,451,325,00:00:04.366666666666666,0
132,1,451,331,00:00:04.4,0
133,1,452,337,00:00:04.433333333333334,0
134,1,451,343,00:00:04.466666666666667,0
135,1,451,353,00:00:04.5,0
136,1,451,353,00:00:04.533333333333333,0
137,1,451,358,00:00:04.566666666666666,0
138,1,453,356,00:00:04.6,1
139,1,453,343,00:00:04.633333333333333,0
140,1,451,336,00:00:04.666666666666667,0
141,0,0,0,00:00:04.7,0
142,0,0,0,00:00:04.733333333333333,0
143,0,0,0,00:00:04.766666666666667,0
144,1,447,325,00:00:04.8,0
145,1,445,323,00:00:04.833333333333333,0
146,1,446,325,00:00:04.866666666666666,0
147,1,446,327,00:00:04.9,0
148,1,445,328,00:00:04.933333333333334,0
149,1,443,331,00:00:04.966666666666667,0
150,1,441,336,00:00:05.0,0
151,1,441,343,00:00:05.033333333333333,0
152,1,438,351,00:00:05.066666666666666,0
153,1,436,358,00:00:05.1,0
154,1,436,361,00:00:05.133333333333333,0
155,1,436,371,00:00:05.166666666666667,0
156,1,433,381,00:00:05.2,0
157,1,431,393,00:00:05.233333333333333,0
158,1,431,407,00:00:05.266666666666667,0
159,1,462,401,00:00:05.3,1
160,0,0,0,00:00:05.333333333333333,0
161,1,483,383,00:00:05.366666666666666,0
162,1,515,370,00:00:05.4,0
163,1,541,357,00:00:05.433333333333334,0
164,0,0,0,00:00:05.466666666666667,0
165,0,0,0,00:00:05.5,0
166,0,0,0,00:00:05.533333333333333,0
167,0,0,0,00:00:05.566666666666666,0
168,0,0,0,00:00:05.6,0
169,0,0,0,00:00:05.633333333333333,0
