Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,1,668,353,00:00:00.13333333333333333,0
5,1,666,361,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,0,0,0,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,1,696,348,00:00:00.5,0
16,1,696,356,00:00:00.5333333333333333,0
17,1,701,361,00:00:00.5666666666666667,0
18,1,701,361,00:00:00.6,0
19,1,701,368,00:00:00.6333333333333333,0
20,1,701,378,00:00:00.6666666666666666,0
21,1,703,387,00:00:00.7,0
22,1,705,397,00:00:00.7333333333333333,0
23,0,0,0,00:00:00.7666666666666666,0
24,0,0,0,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,0
27,1,665,383,00:00:00.9,0
28,1,651,370,00:00:00.9333333333333333,1
29,1,637,357,00:00:00.9666666666666667,0
30,1,632,347,00:00:01.0,0
31,1,618,348,00:00:01.0333333333333332,0
32,1,603,341,00:00:01.0666666666666667,0
33,1,588,336,00:00:01.1,0
34,1,577,331,00:00:01.1333333333333333,0
35,1,566,326,00:00:01.1666666666666667,0
36,1,566,327,00:00:01.2,0
37,1,555,326,00:00:01.2333333333333334,0
38,1,545,327,00:00:01.2666666666666666,0
39,1,535,328,00:00:01.3,0
40,1,526,331,00:00:01.3333333333333333,0
41,1,516,336,00:00:01.3666666666666667,0
42,1,516,336,00:00:01.4,0
43,1,508,341,00:00:01.4333333333333333,0
44,1,498,346,00:00:01.4666666666666666,0
45,1,492,355,00:00:01.5,0
46,1,485,363,00:00:01.5333333333333332,0
47,1,477,372,00:00:01.5666666666666667,0
48,1,478,372,00:00:01.6,0
49,1,470,381,00:00:01.6333333333333333,0
50,1,466,375,00:00:01.6666666666666667,0
51,1,463,363,00:00:01.7,1
52,1,463,355,00:00:01.7333333333333334,0
53,1,466,348,00:00:01.7666666666666666,0
54,1,466,351,00:00:01.8,0
55,1,463,346,00:00:01.8333333333333333,0
56,1,462,346,00:00:01.8666666666666667,0
57,1,458,346,00:00:01.9,0
58,1,456,343,00:00:01.9333333333333333,0
59,1,456,343,00:00:01.9666666666666666,0
60,1,456,345,00:00:02.0,0
61,1,456,346,00:00:02.033333333333333,0
62,1,456,351,00:00:02.0666666666666664,0
63,1,456,356,00:00:02.1,0
64,1,456,362,00:00:02.1333333333333333,0
65,1,456,371,00:00:02.1666666666666665,0
66,1,456,371,00:00:02.2,0
67,1,453,381,00:00:02.2333333333333334,0
68,1,452,391,00:00:02.2666666666666666,0
69,1,448,401,00:00:02.3,0
70,1,448,416,00:00:02.3333333333333335,0
71,1,446,428,00:00:02.3666666666666667,0
72,1,446,428,00:00:02.4,0
73,1,446,443,00:00:02.433333333333333,0
74,1,616,365,00:00:02.466666666666667,0
75,1,493,343,00:00:02.5,1
76,1,517,287,00:00:02.533333333333333,0
77,1,533,246,00:00:02.5666666666666664,0
78,1,535,246,00:00:02.6,0
79,1,553,203,00:00:02.6333333333333333,0
80,1,568,172,00:00:02.6666666666666665,0
81,1,581,143,00:00:02.7,0
82,1,592,123,00:00:02.7333333333333334,0
83,1,603,103,00:00:02.7666666666666666,0
84,1,602,103,00:00:02.8,0
85,1,611,88,00:00:02.8333333333333335,0
86,1,621,73,00:00:02.8666666666666667,0
87,1,630,61,00:00:02.9,0
88,1,636,52,00:00:02.933333333333333,0
89,1,646,46,00:00:02.966666666666667,0
90,1,645,43,00:00:03.0,0
91,1,651,38,00:00:03.033333333333333,0
92,1,658,35,00:00:03.0666666666666664,0
93,1,666,31,00:00:03.1,0
94,1,671,31,00:00:03.1333333333333333,0
95,1,677,31,00:00:03.1666666666666665,0
96,1,678,31,00:00:03.2,0
97,1,683,31,00:00:03.2333333333333334,0
98,1,688,36,00:00:03.2666666666666666,0
99,1,693,40,00:00:03.3,0
100,1,698,43,00:00:03.3333333333333335,0
101,1,706,50,00:00:03.3666666666666667,0
102,1,706,51,00:00:03.4,0
103,1,708,56,00:00:03.433333333333333,0
104,1,715,65,00:00:03.466666666666667,0
105,1,718,73,00:00:03.5,0
106,1,723,83,00:00:03.533333333333333,0
107,1,726,95,00:00:03.5666666666666664,0
108,1,726,93,00:00:03.6,0
109,1,731,106,00:00:03.6333333333333333,0
110,1,736,118,00:00:03.6666666666666665,0
111,1,738,131,00:00:03.6999999999999997,0
112,1,741,145,00:00:03.7333333333333334,0
113,1,746,158,00:00:03.7666666666666666,0
114,1,746,157,00:00:03.8,0
115,1,748,172,00:00:03.8333333333333335,0
116,1,751,187,00:00:03.8666666666666667,0
117,1,752,205,00:00:03.9,0
118,0,0,0,00:00:03.933333333333333,1
119,1,698,267,00:00:03.966666666666667,0
120,1,698,267,00:00:04.0,0
121,1,678,291,00:00:04.033333333333333,0
122,1,656,315,00:00:04.066666666666666,0
123,1,641,335,00:00:04.1,0
124,1,626,353,00:00:04.133333333333333,0
125,1,611,376,00:00:04.166666666666667,0
126,1,611,375,00:00:04.2,0
127,1,598,393,00:00:04.233333333333333,0
128,1,588,411,00:00:04.266666666666667,0
129,1,576,431,00:00:04.3,0
130,1,565,451,00:00:04.333333333333333,0
131,1,555,470,00:00:04.366666666666666,0
132,1,556,471,00:00:04.4,0
133,1,546,487,00:00:04.433333333333334,0
134,1,558,471,00:00:04.466666666666667,0
135,1,578,436,00:00:04.5,1
136,1,601,401,00:00:04.533333333333333,0
137,1,617,377,00:00:04.566666666666666,0
138,1,616,377,00:00:04.6,0
139,1,631,358,00:00:04.633333333333333,0
140,1,643,341,00:00:04.666666666666667,0
141,1,656,328,00:00:04.7,0
142,1,666,316,00:00:04.733333333333333,0
143,1,676,306,00:00:04.766666666666667,0
144,1,676,307,00:00:04.8,0
145,1,686,301,00:00:04.833333333333333,0
146,1,695,296,00:00:04.866666666666666,0
147,1,701,292,00:00:04.9,0
148,1,708,290,00:00:04.933333333333334,0
149,1,716,290,00:00:04.966666666666667,0
150,1,716,288,00:00:05.0,0
151,1,723,291,00:00:05.033333333333333,0
152,1,731,293,00:00:05.066666666666666,0
153,1,736,296,00:00:05.1,0
