Frame,Visibility,X,Y,Time,Hit
0,1,570,27,00:00:00.0,0
1,1,568,27,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,1,665,338,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,1,653,343,00:00:00.3,0
10,1,652,346,00:00:00.3333333333333333,0
11,1,651,350,00:00:00.36666666666666664,0
12,1,650,351,00:00:00.4,0
13,1,646,357,00:00:00.43333333333333335,0
14,1,645,365,00:00:00.4666666666666667,0
15,1,641,373,00:00:00.5,0
16,1,638,383,00:00:00.5333333333333333,0
17,1,635,393,00:00:00.5666666666666667,0
18,1,633,395,00:00:00.6,0
19,1,631,406,00:00:00.6333333333333333,0
20,1,628,421,00:00:00.6666666666666666,0
21,1,626,436,00:00:00.7,0
22,1,623,450,00:00:00.7333333333333333,0
23,1,620,466,00:00:00.7666666666666666,0
24,1,621,463,00:00:00.8,1
25,1,618,482,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,0
27,0,0,0,00:00:00.9,0
28,1,568,366,00:00:00.9333333333333333,0
29,1,556,331,00:00:00.9666666666666667,0
30,1,556,332,00:00:01.0,0
31,1,546,303,00:00:01.0333333333333332,0
32,1,536,281,00:00:01.0666666666666667,0
33,1,528,263,00:00:01.1,0
34,1,521,247,00:00:01.1333333333333333,0
35,1,513,233,00:00:01.1666666666666667,0
36,1,513,233,00:00:01.2,0
37,1,508,223,00:00:01.2333333333333334,0
38,1,503,215,00:00:01.2666666666666666,0
39,1,498,208,00:00:01.3,0
40,1,493,203,00:00:01.3333333333333333,0
41,1,488,201,00:00:01.3666666666666667,0
42,1,488,201,00:00:01.4,0
43,1,486,198,00:00:01.4333333333333333,0
44,1,483,198,00:00:01.4666666666666666,0
45,1,478,198,00:00:01.5,0
46,1,476,201,00:00:01.5333333333333332,0
47,1,473,203,00:00:01.5666666666666667,0
48,1,473,203,00:00:01.6,0
49,1,471,208,00:00:01.6333333333333333,0
50,1,468,213,00:00:01.6666666666666667,0
51,1,466,220,00:00:01.7,0
52,1,466,226,00:00:01.7333333333333334,0
53,1,463,235,00:00:01.7666666666666666,0
54,1,463,235,00:00:01.8,0
55,1,462,243,00:00:01.8333333333333333,0
56,1,461,253,00:00:01.8666666666666667,0
57,1,460,263,00:00:01.9,0
58,1,458,276,00:00:01.9333333333333333,0
59,1,457,286,00:00:01.9666666666666666,0
60,1,457,286,00:00:02.0,0
61,1,458,298,00:00:02.033333333333333,1
62,1,458,296,00:00:02.0666666666666664,0
63,1,461,296,00:00:02.1,0
64,1,463,296,00:00:02.1333333333333333,0
65,1,465,298,00:00:02.1666666666666665,0
66,1,463,298,00:00:02.2,0
67,1,465,301,00:00:02.2333333333333334,0
68,1,466,306,00:00:02.2666666666666666,0
69,1,466,311,00:00:02.3,0
70,1,466,318,00:00:02.3333333333333335,0
71,1,466,326,00:00:02.3666666666666667,0
72,1,466,326,00:00:02.4,0
73,1,466,336,00:00:02.433333333333333,0
74,1,466,343,00:00:02.466666666666667,0
75,1,466,353,00:00:02.5,0
76,1,505,347,00:00:02.533333333333333,0
77,0,0,0,00:00:02.5666666666666664,0
78,0,0,0,00:00:02.6,1
79,1,617,336,00:00:02.6333333333333333,0
80,1,621,345,00:00:02.6666666666666665,0
81,1,635,321,00:00:02.7,0
82,1,652,321,00:00:02.7333333333333334,0
83,1,668,321,00:00:02.7666666666666666,0
84,1,670,321,00:00:02.8,0
85,1,682,323,00:00:02.8333333333333335,0
86,1,696,326,00:00:02.8666666666666667,0
87,1,705,331,00:00:02.9,0
88,1,716,336,00:00:02.933333333333333,0
89,1,725,341,00:00:02.966666666666667,0
90,0,0,0,00:00:03.0,0
91,0,0,0,00:00:03.033333333333333,0
92,1,697,288,00:00:03.0666666666666664,0
93,1,678,261,00:00:03.1,1
94,1,657,228,00:00:03.1333333333333333,0
95,1,641,206,00:00:03.1666666666666665,0
96,1,641,208,00:00:03.2,0
97,1,626,190,00:00:03.2333333333333334,0
98,1,613,176,00:00:03.2666666666666666,0
99,1,601,162,00:00:03.3,0
100,1,588,152,00:00:03.3333333333333335,0
101,1,578,145,00:00:03.3666666666666667,0
102,1,578,145,00:00:03.4,0
103,1,566,138,00:00:03.433333333333333,0
104,1,557,136,00:00:03.466666666666667,0
105,1,548,132,00:00:03.5,0
106,1,538,131,00:00:03.533333333333333,0
107,1,531,131,00:00:03.5666666666666664,0
108,1,531,131,00:00:03.6,0
109,1,522,133,00:00:03.6333333333333333,0
110,1,513,137,00:00:03.6666666666666665,0
111,1,503,143,00:00:03.6999999999999997,0
112,1,496,151,00:00:03.7333333333333334,0
113,1,488,158,00:00:03.7666666666666666,0
114,1,488,158,00:00:03.8,0
115,1,481,168,00:00:03.8333333333333335,0
116,1,473,178,00:00:03.8666666666666667,0
117,1,466,191,00:00:03.9,0
118,1,458,206,00:00:03.933333333333333,0
119,1,451,221,00:00:03.966666666666667,0
120,1,453,220,00:00:04.0,0
121,1,446,236,00:00:04.033333333333333,0
122,1,440,253,00:00:04.066666666666666,0
123,1,433,271,00:00:04.1,0
124,1,428,291,00:00:04.133333333333333,0
125,1,423,311,00:00:04.166666666666667,0
126,1,423,308,00:00:04.2,0
127,1,417,331,00:00:04.233333333333333,0
