Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,1,623,407,00:00:00.2,0
7,1,620,392,00:00:00.23333333333333334,0
8,1,630,378,00:00:00.26666666666666666,0
9,1,636,371,00:00:00.3,0
10,1,643,361,00:00:00.3333333333333333,0
11,1,645,361,00:00:00.36666666666666664,0
12,1,650,353,00:00:00.4,0
13,1,653,347,00:00:00.43333333333333335,0
14,1,658,343,00:00:00.4666666666666667,0
15,1,663,341,00:00:00.5,0
16,1,666,341,00:00:00.5333333333333333,0
17,1,667,341,00:00:00.5666666666666667,0
18,1,671,341,00:00:00.6,0
19,1,675,345,00:00:00.6333333333333333,0
20,1,678,346,00:00:00.6666666666666666,0
21,1,682,351,00:00:00.7,0
22,1,686,356,00:00:00.7333333333333333,0
23,1,686,356,00:00:00.7666666666666666,0
24,1,690,362,00:00:00.8,0
25,1,701,358,00:00:00.8333333333333334,1
26,1,707,351,00:00:00.8666666666666667,0
27,0,0,0,00:00:00.9,0
28,0,0,0,00:00:00.9333333333333333,0
29,0,0,0,00:00:00.9666666666666667,0
30,0,0,0,00:00:01.0,0
31,0,0,0,00:00:01.0333333333333332,0
32,0,0,0,00:00:01.0666666666666667,0
33,1,741,341,00:00:01.1,0
34,1,743,346,00:00:01.1333333333333333,0
35,1,743,346,00:00:01.1666666666666667,0
36,1,746,351,00:00:01.2,0
37,1,751,356,00:00:01.2333333333333334,0
38,1,756,365,00:00:01.2666666666666666,0
39,1,761,373,00:00:01.3,0
40,1,765,381,00:00:01.3333333333333333,0
41,1,766,381,00:00:01.3666666666666667,0
42,1,770,393,00:00:01.4,0
43,1,773,407,00:00:01.4333333333333333,0
44,1,777,421,00:00:01.4666666666666666,0
45,1,781,433,00:00:01.5,0
46,1,782,443,00:00:01.5333333333333332,1
47,1,782,442,00:00:01.5666666666666667,0
48,1,777,423,00:00:01.6,0
49,1,771,401,00:00:01.6333333333333333,0
50,1,766,388,00:00:01.6666666666666667,0
51,1,760,380,00:00:01.7,0
52,0,0,0,00:00:01.7333333333333334,0
53,0,0,0,00:00:01.7666666666666666,0
54,0,0,0,00:00:01.8,0
55,0,0,0,00:00:01.8333333333333333,0
56,0,0,0,00:00:01.8666666666666667,0
57,0,0,0,00:00:01.9,0
58,0,0,0,00:00:01.9333333333333333,0
59,0,0,0,00:00:01.9666666666666666,0
60,1,740,346,00:00:02.0,0
61,1,737,343,00:00:02.033333333333333,0
62,1,735,346,00:00:02.0666666666666664,0
63,1,733,351,00:00:02.1,0
64,1,732,356,00:00:02.1333333333333333,0
65,1,731,357,00:00:02.1666666666666665,0
66,1,730,366,00:00:02.2,0
67,1,730,371,00:00:02.2333333333333334,0
68,1,723,378,00:00:02.2666666666666666,0
69,1,721,391,00:00:02.3,0
70,1,722,400,00:00:02.3333333333333335,0
71,1,721,400,00:00:02.3666666666666667,1
72,1,708,371,00:00:02.4,0
73,1,702,346,00:00:02.433333333333333,0
74,1,693,322,00:00:02.466666666666667,0
75,1,683,305,00:00:02.5,0
76,1,676,286,00:00:02.533333333333333,0
77,1,676,286,00:00:02.5666666666666664,0
78,1,666,271,00:00:02.6,0
79,1,661,258,00:00:02.6333333333333333,0
80,1,653,247,00:00:02.6666666666666665,0
81,1,645,236,00:00:02.7,0
82,1,641,231,00:00:02.7333333333333334,0
83,1,640,231,00:00:02.7666666666666666,0
84,1,632,226,00:00:02.8,0
85,1,626,222,00:00:02.8333333333333335,0
86,1,621,221,00:00:02.8666666666666667,0
87,1,616,221,00:00:02.9,0
88,1,611,221,00:00:02.933333333333333,0
89,1,608,222,00:00:02.966666666666667,0
90,1,603,226,00:00:03.0,0
91,1,597,231,00:00:03.033333333333333,0
92,1,591,236,00:00:03.0666666666666664,0
93,1,585,243,00:00:03.1,0
94,1,578,251,00:00:03.1333333333333333,0
95,1,578,252,00:00:03.1666666666666665,0
96,1,572,263,00:00:03.2,0
97,1,566,276,00:00:03.2333333333333334,0
98,1,561,288,00:00:03.2666666666666666,0
99,1,556,303,00:00:03.3,0
100,1,557,322,00:00:03.3333333333333335,1
101,1,555,321,00:00:03.3666666666666667,0
102,1,567,331,00:00:03.4,0
103,1,573,340,00:00:03.433333333333333,0
104,1,576,346,00:00:03.466666666666667,0
105,1,581,351,00:00:03.5,0
106,1,581,356,00:00:03.533333333333333,0
107,1,581,358,00:00:03.5666666666666664,0
108,1,583,366,00:00:03.6,0
109,1,585,372,00:00:03.6333333333333333,0
110,1,586,378,00:00:03.6666666666666665,0
111,1,587,382,00:00:03.6999999999999997,0
112,1,607,365,00:00:03.7333333333333334,0
113,1,608,363,00:00:03.7666666666666666,1
114,1,621,350,00:00:03.8,0
115,1,636,341,00:00:03.8333333333333335,0
116,1,648,333,00:00:03.8666666666666667,0
117,1,660,326,00:00:03.9,0
118,1,668,323,00:00:03.933333333333333,0
119,1,668,323,00:00:03.966666666666667,0
120,1,683,321,00:00:04.0,0
121,1,690,320,00:00:04.033333333333333,0
122,1,695,317,00:00:04.066666666666666,0
123,1,705,325,00:00:04.1,0
124,0,0,0,00:00:04.133333333333333,0
125,0,0,0,00:00:04.166666666666667,0
126,1,721,331,00:00:04.2,0
127,1,727,336,00:00:04.233333333333333,0
128,1,736,345,00:00:04.266666666666667,0
129,1,741,352,00:00:04.3,0
130,1,746,361,00:00:04.333333333333333,0
131,1,746,361,00:00:04.366666666666666,0
132,1,751,371,00:00:04.4,0
133,1,756,383,00:00:04.433333333333334,0
134,1,761,396,00:00:04.466666666666667,0
135,1,766,411,00:00:04.5,0
136,1,768,425,00:00:04.533333333333333,0
137,1,768,425,00:00:04.566666666666666,0
138,1,773,441,00:00:04.6,0
139,1,777,452,00:00:04.633333333333333,0
140,1,777,418,00:00:04.666666666666667,1
141,1,777,393,00:00:04.7,0
142,1,778,376,00:00:04.733333333333333,0
143,1,778,376,00:00:04.766666666666667,0
144,1,777,363,00:00:04.8,0
145,1,778,351,00:00:04.833333333333333,0
146,1,777,343,00:00:04.866666666666666,0
147,1,778,338,00:00:04.9,0
148,1,778,333,00:00:04.933333333333334,0
149,1,778,333,00:00:04.966666666666667,0
150,1,780,331,00:00:05.0,0
151,1,781,331,00:00:05.033333333333333,0
152,1,781,330,00:00:05.066666666666666,0
153,1,780,331,00:00:05.1,0
