Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,0,0,0,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,0,0,0,00:00:00.5,0
16,0,0,0,00:00:00.5333333333333333,0
17,0,0,0,00:00:00.5666666666666667,0
18,1,661,356,00:00:00.6,0
19,1,661,348,00:00:00.6333333333333333,0
20,1,661,338,00:00:00.6666666666666666,0
21,1,653,336,00:00:00.7,0
22,1,651,336,00:00:00.7333333333333333,0
23,1,647,336,00:00:00.7666666666666666,0
24,1,651,336,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,1,677,353,00:00:00.8666666666666667,0
27,1,641,345,00:00:00.9,0
28,1,636,351,00:00:00.9333333333333333,0
29,1,633,356,00:00:00.9666666666666667,0
30,1,633,356,00:00:01.0,0
31,1,631,362,00:00:01.0333333333333332,0
32,1,628,371,00:00:01.0666666666666667,0
33,1,625,381,00:00:01.1,0
34,1,621,392,00:00:01.1333333333333333,0
35,1,618,405,00:00:01.1666666666666667,0
36,1,618,406,00:00:01.2,0
37,1,616,418,00:00:01.2333333333333334,0
38,1,616,427,00:00:01.2666666666666666,0
39,1,602,351,00:00:01.3,0
40,1,591,306,00:00:01.3333333333333333,1
41,1,583,271,00:00:01.3666666666666667,0
42,1,583,270,00:00:01.4,0
43,1,578,241,00:00:01.4333333333333333,0
44,1,551,392,00:00:01.4666666666666666,0
45,1,567,196,00:00:01.5,0
46,1,563,181,00:00:01.5333333333333332,0
47,1,560,166,00:00:01.5666666666666667,0
48,1,560,166,00:00:01.6,0
49,1,556,155,00:00:01.6333333333333333,0
50,1,553,146,00:00:01.6666666666666667,0
51,1,550,138,00:00:01.7,0
52,1,546,133,00:00:01.7333333333333334,0
53,1,543,131,00:00:01.7666666666666666,0
54,1,543,130,00:00:01.8,0
55,1,541,126,00:00:01.8333333333333333,0
56,1,541,126,00:00:01.8666666666666667,0
57,1,537,126,00:00:01.9,0
58,1,536,128,00:00:01.9333333333333333,0
59,1,536,131,00:00:01.9666666666666666,0
60,1,536,131,00:00:02.0,0
61,1,533,136,00:00:02.033333333333333,0
62,1,533,140,00:00:02.0666666666666664,0
63,1,531,146,00:00:02.1,0
64,1,531,153,00:00:02.1333333333333333,0
65,1,531,161,00:00:02.1666666666666665,0
66,1,531,161,00:00:02.2,0
67,1,531,171,00:00:02.2333333333333334,0
68,1,528,181,00:00:02.2666666666666666,0
69,1,528,191,00:00:02.3,0
70,1,528,201,00:00:02.3333333333333335,0
71,1,528,213,00:00:02.3666666666666667,0
72,1,528,213,00:00:02.4,0
73,1,528,226,00:00:02.433333333333333,0
74,0,0,0,00:00:02.466666666666667,1
75,1,571,271,00:00:02.5,0
76,1,598,293,00:00:02.533333333333333,0
77,1,625,313,00:00:02.5666666666666664,0
78,1,626,312,00:00:02.6,0
79,1,646,328,00:00:02.6333333333333333,0
80,1,665,346,00:00:02.6666666666666665,0
81,1,681,363,00:00:02.7,0
82,1,696,378,00:00:02.7333333333333334,0
83,1,708,396,00:00:02.7666666666666666,0
84,1,708,396,00:00:02.8,0
85,1,721,411,00:00:02.8333333333333335,0
86,1,731,428,00:00:02.8666666666666667,0
87,1,741,443,00:00:02.9,0
88,1,751,461,00:00:02.933333333333333,0
89,1,761,481,00:00:02.966666666666667,0
90,1,762,482,00:00:03.0,0
91,1,768,500,00:00:03.033333333333333,1
92,1,776,485,00:00:03.0666666666666664,0
93,1,775,451,00:00:03.1,0
94,1,776,418,00:00:03.1333333333333333,0
95,1,776,391,00:00:03.1666666666666665,0
96,1,777,392,00:00:03.2,0
97,1,777,371,00:00:03.2333333333333334,0
98,1,776,356,00:00:03.2666666666666666,0
99,1,777,343,00:00:03.3,0
100,1,777,332,00:00:03.3333333333333335,0
101,1,778,323,00:00:03.3666666666666667,0
102,1,778,323,00:00:03.4,0
103,1,778,318,00:00:03.433333333333333,0
104,1,778,313,00:00:03.466666666666667,0
105,1,778,311,00:00:03.5,0
106,1,778,308,00:00:03.533333333333333,0
107,1,781,308,00:00:03.5666666666666664,0
108,1,780,310,00:00:03.6,0
109,1,780,311,00:00:03.6333333333333333,0
110,1,780,312,00:00:03.6666666666666665,0
111,1,782,316,00:00:03.6999999999999997,0
112,1,781,321,00:00:03.7333333333333334,0
113,1,782,326,00:00:03.7666666666666666,0
114,1,782,326,00:00:03.8,0
115,1,785,337,00:00:03.8333333333333335,0
116,1,783,345,00:00:03.8666666666666667,0
117,1,782,350,00:00:03.9,1
118,1,757,345,00:00:03.933333333333333,0
119,0,0,0,00:00:03.966666666666667,0
120,1,732,338,00:00:04.0,0
121,1,717,333,00:00:04.033333333333333,0
122,1,701,331,00:00:04.066666666666666,0
123,1,686,331,00:00:04.1,0
124,1,670,331,00:00:04.133333333333333,0
125,1,653,336,00:00:04.166666666666667,0
126,1,655,335,00:00:04.2,0
127,1,642,338,00:00:04.233333333333333,0
128,1,628,343,00:00:04.266666666666667,0
129,1,615,351,00:00:04.3,0
130,1,601,358,00:00:04.333333333333333,0
131,1,591,366,00:00:04.366666666666666,0
132,1,590,366,00:00:04.4,0
133,1,578,376,00:00:04.433333333333334,0
134,1,567,387,00:00:04.466666666666667,0
135,1,556,398,00:00:04.5,0
136,1,546,411,00:00:04.533333333333333,0
137,1,536,426,00:00:04.566666666666666,0
138,1,536,426,00:00:04.6,0
139,1,526,441,00:00:04.633333333333333,0
140,1,517,456,00:00:04.666666666666667,0
141,1,545,371,00:00:04.7,0
142,1,566,310,00:00:04.733333333333333,0
143,1,581,261,00:00:04.766666666666667,1
144,1,581,261,00:00:04.8,0
145,1,596,221,00:00:04.833333333333333,0
146,1,606,190,00:00:04.866666666666666,0
147,1,617,162,00:00:04.9,0
148,1,626,140,00:00:04.933333333333334,0
149,1,635,121,00:00:04.966666666666667,0
150,1,635,121,00:00:05.0,0
151,1,642,105,00:00:05.033333333333333,0
152,1,651,91,00:00:05.066666666666666,0
153,1,656,78,00:00:05.1,0
