Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,0,0,0,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,0,0,0,00:00:00.5,0
16,0,0,0,00:00:00.5333333333333333,0
17,0,0,0,00:00:00.5666666666666667,0
18,0,0,0,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,1,626,471,00:00:00.6666666666666666,0
21,0,0,0,00:00:00.7,0
22,0,0,0,00:00:00.7333333333333333,0
23,1,615,430,00:00:00.7666666666666666,0
24,1,608,408,00:00:00.8,0
25,1,606,396,00:00:00.8333333333333334,0
26,1,606,395,00:00:00.8666666666666667,0
27,1,611,356,00:00:00.9,0
28,1,603,376,00:00:00.9333333333333333,0
29,1,600,371,00:00:00.9666666666666667,0
30,1,598,367,00:00:01.0,0
31,0,0,0,00:00:01.0333333333333332,0
32,0,0,0,00:00:01.0666666666666667,0
33,0,0,0,00:00:01.1,0
34,0,0,0,00:00:01.1333333333333333,0
35,0,0,0,00:00:01.1666666666666667,0
36,1,576,360,00:00:01.2,0
37,0,0,0,00:00:01.2333333333333334,0
38,0,0,0,00:00:01.2666666666666666,0
39,0,0,0,00:00:01.3,0
40,0,0,0,00:00:01.3333333333333333,0
41,0,0,0,00:00:01.3666666666666667,0
42,0,0,0,00:00:01.4,1
43,0,0,0,00:00:01.4333333333333333,0
44,0,0,0,00:00:01.4666666666666666,0
45,0,0,0,00:00:01.5,0
46,0,0,0,00:00:01.5333333333333332,0
47,0,0,0,00:00:01.5666666666666667,0
48,0,0,0,00:00:01.6,0
49,0,0,0,00:00:01.6333333333333333,0
50,0,0,0,00:00:01.6666666666666667,0
51,0,0,0,00:00:01.7,0
52,0,0,0,00:00:01.7333333333333334,0
53,0,0,0,00:00:01.7666666666666666,0
54,1,620,360,00:00:01.8,0
55,1,620,366,00:00:01.8333333333333333,0
56,1,620,365,00:00:01.8666666666666667,0
57,0,0,0,00:00:01.9,0
58,0,0,0,00:00:01.9333333333333333,0
59,1,656,346,00:00:01.9666666666666666,0
60,0,0,0,00:00:02.0,0
61,0,0,0,00:00:02.033333333333333,0
62,0,0,0,00:00:02.0666666666666664,0
63,0,0,0,00:00:02.1,0
64,0,0,0,00:00:02.1333333333333333,1
65,0,0,0,00:00:02.1666666666666665,0
66,1,597,360,00:00:02.2,0
67,1,585,320,00:00:02.2333333333333334,0
68,1,583,317,00:00:02.2666666666666666,0
69,1,572,283,00:00:02.3,0
70,1,563,258,00:00:02.3333333333333335,0
71,1,556,233,00:00:02.3666666666666667,0
72,1,547,216,00:00:02.4,0
73,1,541,200,00:00:02.433333333333333,0
74,1,541,197,00:00:02.466666666666667,0
75,1,533,183,00:00:02.5,0
76,1,528,171,00:00:02.533333333333333,0
77,1,523,161,00:00:02.5666666666666664,0
78,1,518,153,00:00:02.6,0
79,1,516,148,00:00:02.6333333333333333,0
80,1,516,148,00:00:02.6666666666666665,0
81,1,511,143,00:00:02.7,0
82,1,506,141,00:00:02.7333333333333334,0
83,1,502,138,00:00:02.7666666666666666,0
84,1,498,138,00:00:02.8,0
85,1,496,140,00:00:02.8333333333333335,0
86,1,496,140,00:00:02.8666666666666667,0
87,1,492,141,00:00:02.9,0
88,1,488,146,00:00:02.933333333333333,0
89,1,486,151,00:00:02.966666666666667,0
90,1,485,156,00:00:03.0,0
91,1,482,161,00:00:03.033333333333333,0
92,1,482,161,00:00:03.0666666666666664,0
93,1,480,168,00:00:03.1,0
94,1,478,178,00:00:03.1333333333333333,0
95,1,476,186,00:00:03.1666666666666665,0
96,1,475,197,00:00:03.2,0
97,0,0,0,00:00:03.2333333333333334,0
98,0,0,0,00:00:03.2666666666666666,1
99,1,465,343,00:00:03.3,0
100,1,461,388,00:00:03.3333333333333335,0
101,1,458,425,00:00:03.3666666666666667,0
102,1,453,460,00:00:03.4,0
103,1,451,488,00:00:03.433333333333333,0
104,1,451,492,00:00:03.466666666666667,0
105,1,448,523,00:00:03.5,0
106,1,446,551,00:00:03.533333333333333,0
107,1,443,563,00:00:03.5666666666666664,1
108,1,436,515,00:00:03.6,0
109,1,435,491,00:00:03.6333333333333333,0
110,1,436,488,00:00:03.6666666666666665,0
111,1,433,463,00:00:03.6999999999999997,0
112,1,431,445,00:00:03.7333333333333334,0
113,0,0,0,00:00:03.7666666666666666,0
114,1,425,411,00:00:03.8,0
115,1,425,401,00:00:03.8333333333333335,0
116,1,425,400,00:00:03.8666666666666667,0
117,1,423,391,00:00:03.9,0
118,1,421,383,00:00:03.933333333333333,0
119,1,421,378,00:00:03.966666666666667,0
120,1,418,375,00:00:04.0,0
121,1,416,371,00:00:04.033333333333333,0
122,1,416,371,00:00:04.066666666666666,0
123,1,416,371,00:00:04.1,0
124,1,413,372,00:00:04.133333333333333,0
125,1,412,375,00:00:04.166666666666667,0
126,1,411,377,00:00:04.2,0
127,1,411,381,00:00:04.233333333333333,0
128,1,411,383,00:00:04.266666666666667,0
129,1,411,388,00:00:04.3,0
130,1,411,396,00:00:04.333333333333333,0
131,1,410,403,00:00:04.366666666666666,0
132,1,408,413,00:00:04.4,0
133,1,408,420,00:00:04.433333333333334,0
134,1,408,422,00:00:04.466666666666667,0
135,1,406,426,00:00:04.5,0
136,1,406,427,00:00:04.533333333333333,0
137,1,406,432,00:00:04.566666666666666,0
