Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,1,658,348,00:00:00.2,0
7,1,656,341,00:00:00.23333333333333334,0
8,1,652,336,00:00:00.26666666666666666,0
9,1,652,336,00:00:00.3,0
10,1,646,336,00:00:00.3333333333333333,0
11,1,641,337,00:00:00.36666666666666664,0
12,0,0,0,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,1,632,345,00:00:00.5,0
16,1,630,350,00:00:00.5333333333333333,0
17,1,631,353,00:00:00.5666666666666667,0
18,1,623,362,00:00:00.6,0
19,1,618,371,00:00:00.6333333333333333,0
20,1,616,381,00:00:00.6666666666666666,0
21,1,616,380,00:00:00.7,0
22,1,611,391,00:00:00.7333333333333333,0
23,1,608,403,00:00:00.7666666666666666,0
24,1,606,415,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,1,592,333,00:00:00.8666666666666667,1
27,0,0,0,00:00:00.9,0
28,1,583,291,00:00:00.9333333333333333,0
29,1,578,260,00:00:00.9666666666666667,0
30,1,572,231,00:00:01.0,0
31,1,547,383,00:00:01.0333333333333332,0
32,1,563,191,00:00:01.0666666666666667,0
33,1,563,191,00:00:01.1,0
34,1,561,176,00:00:01.1333333333333333,0
35,1,558,163,00:00:01.1666666666666667,0
36,1,555,153,00:00:01.2,0
37,1,551,143,00:00:01.2333333333333334,0
38,1,548,136,00:00:01.2666666666666666,0
39,1,548,137,00:00:01.3,0
40,1,547,133,00:00:01.3333333333333333,0
41,1,546,131,00:00:01.3666666666666667,0
42,1,543,126,00:00:01.4,0
43,1,541,126,00:00:01.4333333333333333,0
44,1,541,128,00:00:01.4666666666666666,0
45,1,541,128,00:00:01.5,0
46,1,538,131,00:00:01.5333333333333332,0
47,1,538,133,00:00:01.5666666666666667,0
48,1,536,137,00:00:01.6,0
49,1,536,143,00:00:01.6333333333333333,0
50,1,536,151,00:00:01.6666666666666667,0
51,1,535,148,00:00:01.7,0
52,1,535,156,00:00:01.7333333333333334,0
53,1,533,166,00:00:01.7666666666666666,0
54,1,533,175,00:00:01.8,0
55,1,533,186,00:00:01.8333333333333333,0
56,1,533,196,00:00:01.8666666666666667,0
57,1,533,195,00:00:01.9,0
58,1,533,206,00:00:01.9333333333333333,0
59,1,533,221,00:00:01.9666666666666666,0
60,1,532,231,00:00:02.0,0
61,1,523,265,00:00:02.033333333333333,1
62,1,517,288,00:00:02.0666666666666664,0
63,1,518,288,00:00:02.1,0
64,1,511,310,00:00:02.1333333333333333,0
65,1,506,328,00:00:02.1666666666666665,0
66,1,501,348,00:00:02.2,0
67,1,498,363,00:00:02.2333333333333334,0
68,1,495,382,00:00:02.2666666666666666,0
69,1,493,381,00:00:02.3,0
70,1,491,398,00:00:02.3333333333333335,0
71,1,487,416,00:00:02.3666666666666667,0
72,1,485,433,00:00:02.4,0
73,1,481,442,00:00:02.433333333333333,0
74,1,477,402,00:00:02.466666666666667,1
75,1,478,405,00:00:02.5,0
76,1,481,376,00:00:02.533333333333333,0
77,1,481,361,00:00:02.5666666666666664,0
78,1,480,348,00:00:02.6,0
79,1,478,336,00:00:02.6333333333333333,0
80,1,477,328,00:00:02.6666666666666665,0
81,1,477,328,00:00:02.7,0
82,1,476,323,00:00:02.7333333333333334,0
83,1,477,318,00:00:02.7666666666666666,0
84,1,476,316,00:00:02.8,0
85,1,476,315,00:00:02.8333333333333335,0
86,1,476,315,00:00:02.8666666666666667,0
87,1,476,315,00:00:02.9,0
88,1,476,316,00:00:02.933333333333333,0
89,1,476,318,00:00:02.966666666666667,0
90,1,476,321,00:00:03.0,0
91,1,476,326,00:00:03.033333333333333,0
92,1,476,333,00:00:03.0666666666666664,0
93,1,476,333,00:00:03.1,0
94,1,476,341,00:00:03.1333333333333333,0
95,1,476,348,00:00:03.1666666666666665,0
96,1,476,356,00:00:03.2,0
97,1,477,365,00:00:03.2333333333333334,0
98,1,477,371,00:00:03.2666666666666666,0
99,1,477,368,00:00:03.3,1
100,1,475,361,00:00:03.3333333333333335,0
101,1,473,351,00:00:03.3666666666666667,0
102,1,471,343,00:00:03.4,0
103,1,471,336,00:00:03.433333333333333,0
104,1,471,333,00:00:03.466666666666667,0
105,1,470,333,00:00:03.5,0
106,1,466,333,00:00:03.533333333333333,0
107,1,463,333,00:00:03.5666666666666664,0
108,1,460,336,00:00:03.6,0
109,1,458,338,00:00:03.6333333333333333,0
110,1,456,343,00:00:03.6666666666666665,0
111,1,456,343,00:00:03.6999999999999997,0
112,1,456,348,00:00:03.7333333333333334,0
113,1,453,356,00:00:03.7666666666666666,0
114,1,451,363,00:00:03.8,0
115,1,448,372,00:00:03.8333333333333335,0
116,1,446,383,00:00:03.8666666666666667,0
117,1,446,383,00:00:03.9,0
118,1,443,396,00:00:03.933333333333333,0
119,1,442,406,00:00:03.966666666666667,0
120,1,441,421,00:00:04.0,0
121,1,438,436,00:00:04.033333333333333,0
122,1,450,422,00:00:04.066666666666666,1
123,0,0,0,00:00:04.1,0
124,1,443,358,00:00:04.133333333333333,0
125,1,446,336,00:00:04.166666666666667,0
126,1,448,316,00:00:04.2,0
127,1,450,298,00:00:04.233333333333333,0
128,1,451,286,00:00:04.266666666666667,0
129,1,451,285,00:00:04.3,0
130,1,453,276,00:00:04.333333333333333,0
131,1,456,267,00:00:04.366666666666666,0
132,1,456,261,00:00:04.4,0
133,1,456,256,00:00:04.433333333333334,0
134,1,458,253,00:00:04.466666666666667,0
135,1,458,253,00:00:04.5,0
136,1,461,251,00:00:04.533333333333333,0
137,1,461,251,00:00:04.566666666666666,0
138,1,463,253,00:00:04.6,0
139,1,463,256,00:00:04.633333333333333,0
140,1,466,258,00:00:04.666666666666667,0
141,1,466,257,00:00:04.7,0
142,1,466,261,00:00:04.733333333333333,0
143,1,467,266,00:00:04.766666666666667,0
144,1,468,273,00:00:04.8,0
145,1,471,281,00:00:04.833333333333333,0
146,1,471,288,00:00:04.866666666666666,0
147,1,471,288,00:00:04.9,0
148,1,472,296,00:00:04.933333333333334,0
149,1,473,306,00:00:04.966666666666667,0
150,1,476,316,00:00:05.0,0
151,1,476,326,00:00:05.033333333333333,0
152,1,476,338,00:00:05.066666666666666,0
153,1,476,337,00:00:05.1,0
