Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,1,678,347,00:00:00.3,0
10,1,681,352,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,1,678,356,00:00:00.4,0
13,1,678,361,00:00:00.43333333333333335,0
14,1,678,368,00:00:00.4666666666666667,0
15,1,681,376,00:00:00.5,0
16,1,681,383,00:00:00.5333333333333333,0
17,1,681,386,00:00:00.5666666666666667,0
18,1,681,396,00:00:00.6,0
19,1,681,408,00:00:00.6333333333333333,0
20,1,681,421,00:00:00.6666666666666666,0
21,1,681,436,00:00:00.7,0
22,1,681,447,00:00:00.7333333333333333,0
23,1,681,450,00:00:00.7666666666666666,0
24,0,0,0,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,1
27,0,0,0,00:00:00.9,0
28,1,716,300,00:00:00.9333333333333333,0
29,1,715,301,00:00:00.9666666666666667,0
30,1,721,272,00:00:01.0,0
31,1,726,255,00:00:01.0333333333333332,0
32,1,731,236,00:00:01.0666666666666667,0
33,1,735,223,00:00:01.1,0
34,1,736,213,00:00:01.1333333333333333,0
35,1,737,211,00:00:01.1666666666666667,0
36,1,741,202,00:00:01.2,0
37,1,743,196,00:00:01.2333333333333334,0
38,1,746,191,00:00:01.2666666666666666,0
39,1,750,186,00:00:01.3,0
40,1,751,183,00:00:01.3333333333333333,0
41,1,752,183,00:00:01.3666666666666667,0
42,1,755,183,00:00:01.4,0
43,1,756,183,00:00:01.4333333333333333,0
44,1,757,186,00:00:01.4666666666666666,0
45,1,761,188,00:00:01.5,0
46,1,762,191,00:00:01.5333333333333332,0
47,1,762,193,00:00:01.5666666666666667,0
48,1,763,198,00:00:01.6,0
49,1,766,205,00:00:01.6333333333333333,0
50,1,768,211,00:00:01.6666666666666667,0
51,1,771,220,00:00:01.7,0
52,1,771,228,00:00:01.7333333333333334,0
53,1,771,228,00:00:01.7666666666666666,0
54,1,785,253,00:00:01.8,0
55,1,801,282,00:00:01.8333333333333333,1
56,1,818,305,00:00:01.8666666666666667,0
57,1,826,326,00:00:01.9,0
58,1,836,346,00:00:01.9333333333333333,0
59,1,836,346,00:00:01.9666666666666666,0
60,1,843,363,00:00:02.0,0
61,1,851,381,00:00:02.033333333333333,0
62,1,857,401,00:00:02.0666666666666664,0
63,1,863,417,00:00:02.1,0
64,1,868,435,00:00:02.1333333333333333,0
65,1,868,436,00:00:02.1666666666666665,0
66,1,873,453,00:00:02.2,0
67,1,878,473,00:00:02.2333333333333334,0
68,1,881,491,00:00:02.2666666666666666,0
69,1,871,450,00:00:02.3,0
70,1,870,416,00:00:02.3333333333333335,0
71,1,871,412,00:00:02.3666666666666667,1
72,1,851,380,00:00:02.4,0
73,1,846,356,00:00:02.433333333333333,0
74,1,840,336,00:00:02.466666666666667,0
75,1,833,320,00:00:02.5,0
76,1,828,308,00:00:02.533333333333333,0
77,1,828,307,00:00:02.5666666666666664,0
78,1,822,296,00:00:02.6,0
79,1,818,287,00:00:02.6333333333333333,0
80,1,813,281,00:00:02.6666666666666665,0
81,1,811,278,00:00:02.7,0
82,1,806,275,00:00:02.7333333333333334,0
83,1,806,276,00:00:02.7666666666666666,0
84,1,802,273,00:00:02.8,0
85,1,798,273,00:00:02.8333333333333335,0
86,1,796,276,00:00:02.8666666666666667,0
87,1,793,278,00:00:02.9,0
88,1,791,282,00:00:02.933333333333333,0
89,1,790,283,00:00:02.966666666666667,0
90,1,788,287,00:00:03.0,0
91,1,786,293,00:00:03.033333333333333,0
92,1,782,301,00:00:03.0666666666666664,0
93,1,781,311,00:00:03.1,0
94,1,778,320,00:00:03.1333333333333333,0
95,1,778,318,00:00:03.1666666666666665,0
96,0,0,0,00:00:03.2,0
97,0,0,0,00:00:03.2333333333333334,0
98,1,725,330,00:00:03.2666666666666666,0
99,1,705,328,00:00:03.3,0
100,1,686,330,00:00:03.3333333333333335,0
101,1,683,330,00:00:03.3666666666666667,1
102,1,663,335,00:00:03.4,0
103,1,647,338,00:00:03.433333333333333,0
104,1,628,346,00:00:03.466666666666667,0
105,1,613,351,00:00:03.5,0
106,1,600,361,00:00:03.533333333333333,0
107,1,598,361,00:00:03.5666666666666664,0
108,1,581,371,00:00:03.6,0
109,1,568,381,00:00:03.6333333333333333,0
110,1,555,391,00:00:03.6666666666666665,0
111,1,542,405,00:00:03.6999999999999997,0
112,1,530,416,00:00:03.7333333333333334,0
113,1,527,417,00:00:03.7666666666666666,0
114,1,513,433,00:00:03.8,0
115,1,503,446,00:00:03.8333333333333335,0
116,1,493,463,00:00:03.8666666666666667,0
117,0,0,0,00:00:03.9,0
118,0,0,0,00:00:03.933333333333333,0
119,0,0,0,00:00:03.966666666666667,0
120,1,462,517,00:00:04.0,0
121,0,0,0,00:00:04.033333333333333,1
122,0,0,0,00:00:04.066666666666666,0
123,0,0,0,00:00:04.1,0
124,1,531,453,00:00:04.133333333333333,0
125,1,531,451,00:00:04.166666666666667,0
126,1,548,428,00:00:04.2,0
127,1,570,411,00:00:04.233333333333333,0
128,1,587,398,00:00:04.266666666666667,0
129,1,603,390,00:00:04.3,0
130,1,620,381,00:00:04.333333333333333,0
131,1,621,380,00:00:04.366666666666666,0
132,0,0,0,00:00:04.4,0
133,0,0,0,00:00:04.433333333333334,0
134,0,0,0,00:00:04.466666666666667,0
135,0,0,0,00:00:04.5,0
136,0,0,0,00:00:04.533333333333333,0
137,0,0,0,00:00:04.566666666666666,0
138,0,0,0,00:00:04.6,0
139,0,0,0,00:00:04.633333333333333,0
140,0,0,0,00:00:04.666666666666667,0
141,0,0,0,00:00:04.7,0
142,0,0,0,00:00:04.733333333333333,0
143,0,0,0,00:00:04.766666666666667,0
144,0,0,0,00:00:04.8,0
145,0,0,0,00:00:04.833333333333333,0
146,0,0,0,00:00:04.866666666666666,0
147,0,0,0,00:00:04.9,0
148,0,0,0,00:00:04.933333333333334,1
149,0,0,0,00:00:04.966666666666667,0
150,1,771,356,00:00:05.0,0
151,1,771,351,00:00:05.033333333333333,0
152,1,773,347,00:00:05.066666666666666,0
153,1,778,343,00:00:05.1,0
