Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,1,628,378,00:00:00.3,0
10,1,633,366,00:00:00.3333333333333333,0
11,1,638,356,00:00:00.36666666666666664,0
12,1,641,348,00:00:00.4,0
13,1,643,342,00:00:00.43333333333333335,0
14,1,643,341,00:00:00.4666666666666667,0
15,1,648,336,00:00:00.5,0
16,1,651,333,00:00:00.5333333333333333,0
17,1,652,332,00:00:00.5666666666666667,0
18,0,0,0,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,0,0,0,00:00:00.6666666666666666,0
21,0,0,0,00:00:00.7,0
22,0,0,0,00:00:00.7333333333333333,0
23,0,0,0,00:00:00.7666666666666666,0
24,1,676,403,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,1
27,0,0,0,00:00:00.9,0
28,0,0,0,00:00:00.9333333333333333,0
29,0,0,0,00:00:00.9666666666666667,0
30,1,601,356,00:00:01.0,0
31,1,586,360,00:00:01.0333333333333332,0
32,1,585,358,00:00:01.0666666666666667,0
33,1,568,365,00:00:01.1,0
34,1,555,368,00:00:01.1333333333333333,0
35,1,543,373,00:00:01.1666666666666667,0
36,1,532,381,00:00:01.2,0
37,1,523,390,00:00:01.2333333333333334,0
38,1,522,391,00:00:01.2666666666666666,0
39,1,511,401,00:00:01.3,0
40,1,501,408,00:00:01.3333333333333333,0
41,1,490,420,00:00:01.3666666666666667,0
42,1,481,431,00:00:01.4,0
43,1,473,442,00:00:01.4333333333333333,0
44,1,471,446,00:00:01.4666666666666666,0
45,1,463,458,00:00:01.5,0
46,1,453,475,00:00:01.5333333333333332,0
47,1,445,490,00:00:01.5666666666666667,0
48,1,436,498,00:00:01.6,0
49,1,443,427,00:00:01.6333333333333333,1
50,1,446,421,00:00:01.6666666666666667,0
51,1,446,368,00:00:01.7,0
52,1,448,332,00:00:01.7333333333333334,0
53,1,450,301,00:00:01.7666666666666666,0
54,1,451,276,00:00:01.8,0
55,1,451,256,00:00:01.8333333333333333,0
56,1,451,255,00:00:01.8666666666666667,0
57,1,452,236,00:00:01.9,0
58,1,453,221,00:00:01.9333333333333333,0
59,1,453,208,00:00:01.9666666666666666,0
60,1,455,197,00:00:02.0,0
61,1,456,191,00:00:02.033333333333333,0
62,1,456,190,00:00:02.0666666666666664,0
63,1,456,182,00:00:02.1,0
64,1,456,178,00:00:02.1333333333333333,0
65,1,458,176,00:00:02.1666666666666665,0
66,0,0,0,00:00:02.2,0
67,0,0,0,00:00:02.2333333333333334,0
68,1,461,171,00:00:02.2666666666666666,0
69,1,461,172,00:00:02.3,0
70,1,461,176,00:00:02.3333333333333335,0
71,1,462,178,00:00:02.3666666666666667,0
72,1,463,181,00:00:02.4,0
73,1,465,186,00:00:02.433333333333333,0
74,1,466,188,00:00:02.466666666666667,0
75,1,466,193,00:00:02.5,0
76,1,466,201,00:00:02.533333333333333,0
77,1,468,211,00:00:02.5666666666666664,0
78,0,0,0,00:00:02.6,0
79,0,0,0,00:00:02.6333333333333333,1
80,0,0,0,00:00:02.6666666666666665,0
81,0,0,0,00:00:02.7,0
82,1,651,417,00:00:02.7333333333333334,0
83,1,680,451,00:00:02.7666666666666666,0
84,1,705,486,00:00:02.8,0
85,1,726,515,00:00:02.8333333333333335,0
86,1,726,516,00:00:02.8666666666666667,0
87,1,743,542,00:00:02.9,0
88,1,761,571,00:00:02.933333333333333,0
89,1,777,598,00:00:02.966666666666667,0
90,1,791,617,00:00:03.0,0
91,1,802,621,00:00:03.033333333333333,0
92,1,803,620,00:00:03.0666666666666664,0
93,1,812,626,00:00:03.1,0
94,1,822,633,00:00:03.1333333333333333,0
95,1,833,641,00:00:03.1666666666666665,0
96,1,842,650,00:00:03.2,0
97,1,851,653,00:00:03.2333333333333334,0
98,1,852,653,00:00:03.2666666666666666,0
99,1,861,661,00:00:03.3,0
100,1,871,666,00:00:03.3333333333333335,0
101,1,877,671,00:00:03.3666666666666667,0
102,1,886,676,00:00:03.4,0
103,1,888,678,00:00:03.433333333333333,0
104,1,891,678,00:00:03.466666666666667,0
