Frame,Visibility,X,Y,Time,Hit
0,1,668,361,00:00:00.0,0
1,1,667,357,00:00:00.03333333333333333,0
2,1,661,347,00:00:00.06666666666666667,0
3,1,661,340,00:00:00.1,0
4,1,661,340,00:00:00.13333333333333333,0
5,1,658,338,00:00:00.16666666666666666,0
6,1,655,340,00:00:00.2,0
7,1,652,341,00:00:00.23333333333333334,0
8,1,650,341,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,1,641,356,00:00:00.4,0
13,1,638,361,00:00:00.43333333333333335,0
14,1,636,370,00:00:00.4666666666666667,0
15,0,0,0,00:00:00.5,0
16,0,0,0,00:00:00.5333333333333333,0
17,0,0,0,00:00:00.5666666666666667,0
18,1,626,402,00:00:00.6,1
19,1,626,415,00:00:00.6333333333333333,0
20,1,626,425,00:00:00.6666666666666666,0
21,1,603,402,00:00:00.7,0
22,1,602,397,00:00:00.7333333333333333,0
23,1,588,378,00:00:00.7666666666666666,0
24,1,580,361,00:00:00.8,0
25,1,570,348,00:00:00.8333333333333334,0
26,1,558,340,00:00:00.8666666666666667,0
27,1,551,333,00:00:00.9,0
28,1,550,331,00:00:00.9333333333333333,0
29,1,541,328,00:00:00.9666666666666667,0
30,1,531,323,00:00:01.0,0
31,1,523,320,00:00:01.0333333333333332,0
32,1,516,318,00:00:01.0666666666666667,0
33,1,510,318,00:00:01.1,0
34,1,508,320,00:00:01.1333333333333333,0
35,1,503,321,00:00:01.1666666666666667,0
36,1,496,323,00:00:01.2,0
37,1,491,327,00:00:01.2333333333333334,0
38,1,483,333,00:00:01.2666666666666666,0
39,1,481,338,00:00:01.3,0
40,1,478,341,00:00:01.3333333333333333,0
41,1,475,346,00:00:01.3666666666666667,0
42,1,468,355,00:00:01.4,0
43,1,466,363,00:00:01.4333333333333333,0
44,1,461,376,00:00:01.4666666666666666,0
45,1,461,362,00:00:01.5,0
46,1,458,358,00:00:01.5333333333333332,1
47,1,460,341,00:00:01.5666666666666667,0
48,1,461,331,00:00:01.6,0
49,1,461,321,00:00:01.6333333333333333,0
50,1,461,313,00:00:01.6666666666666667,0
51,1,461,308,00:00:01.7,0
52,1,461,306,00:00:01.7333333333333334,0
53,1,461,303,00:00:01.7666666666666666,0
54,1,461,301,00:00:01.8,0
55,1,461,300,00:00:01.8333333333333333,0
56,1,461,301,00:00:01.8666666666666667,0
57,1,461,301,00:00:01.9,0
58,1,461,303,00:00:01.9333333333333333,0
59,1,460,306,00:00:01.9666666666666666,0
60,1,460,311,00:00:02.0,0
61,1,460,318,00:00:02.033333333333333,0
62,1,458,326,00:00:02.0666666666666664,0
63,0,0,0,00:00:02.1,0
64,0,0,0,00:00:02.1333333333333333,0
65,1,452,270,00:00:02.1666666666666665,1
66,1,448,245,00:00:02.2,0
67,1,446,226,00:00:02.2333333333333334,0
68,1,446,213,00:00:02.2666666666666666,0
69,1,443,203,00:00:02.3,0
70,1,443,201,00:00:02.3333333333333335,0
71,1,443,196,00:00:02.3666666666666667,0
72,1,441,191,00:00:02.4,0
73,1,441,187,00:00:02.433333333333333,0
74,1,441,186,00:00:02.466666666666667,0
75,1,441,186,00:00:02.5,0
76,1,441,186,00:00:02.533333333333333,0
77,1,440,187,00:00:02.5666666666666664,0
78,1,438,191,00:00:02.6,0
79,1,438,193,00:00:02.6333333333333333,0
80,1,437,198,00:00:02.6666666666666665,0
81,1,436,203,00:00:02.7,0
82,1,436,205,00:00:02.7333333333333334,0
83,1,436,211,00:00:02.7666666666666666,0
84,1,436,216,00:00:02.8,0
85,1,436,226,00:00:02.8333333333333335,0
86,1,436,233,00:00:02.8666666666666667,0
87,1,436,245,00:00:02.9,0
88,1,436,246,00:00:02.933333333333333,0
89,1,435,253,00:00:02.966666666666667,0
90,1,435,263,00:00:03.0,0
91,1,433,276,00:00:03.033333333333333,0
92,1,433,287,00:00:03.0666666666666664,0
93,1,433,301,00:00:03.1,0
94,1,433,302,00:00:03.1333333333333333,0
95,1,433,313,00:00:03.1666666666666665,0
96,1,431,326,00:00:03.2,0
97,1,431,341,00:00:03.2333333333333334,0
98,1,431,353,00:00:03.2666666666666666,0
99,1,431,368,00:00:03.3,0
100,1,431,371,00:00:03.3333333333333335,0
101,1,430,381,00:00:03.3666666666666667,0
102,1,428,396,00:00:03.4,0
103,1,427,392,00:00:03.433333333333333,0
104,1,426,388,00:00:03.466666666666667,0
105,1,426,388,00:00:03.5,0
106,1,426,386,00:00:03.533333333333333,0
107,1,423,386,00:00:03.5666666666666664,0
108,1,423,386,00:00:03.6,0
109,1,423,386,00:00:03.6333333333333333,0
110,1,421,390,00:00:03.6666666666666665,0
111,1,421,391,00:00:03.6999999999999997,0
112,1,421,391,00:00:03.7333333333333334,0
113,1,421,396,00:00:03.7666666666666666,0
114,1,421,401,00:00:03.8,0
115,1,423,398,00:00:03.8333333333333335,0
116,1,426,398,00:00:03.8666666666666667,0
