Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,1,837,203,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,1,561,33,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,1,557,33,00:00:00.4666666666666667,0
15,1,997,47,00:00:00.5,0
16,1,998,48,00:00:00.5333333333333333,0
17,1,551,35,00:00:00.5666666666666667,0
18,1,996,65,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,0,0,0,00:00:00.6666666666666666,0
21,0,0,0,00:00:00.7,0
22,0,0,0,00:00:00.7333333333333333,0
23,0,0,0,00:00:00.7666666666666666,0
24,0,0,0,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,1
26,0,0,0,00:00:00.8666666666666667,0
27,1,626,363,00:00:00.9,0
28,1,625,362,00:00:00.9333333333333333,0
29,1,613,355,00:00:00.9666666666666667,0
30,1,601,346,00:00:01.0,0
31,1,591,341,00:00:01.0333333333333332,0
32,1,581,338,00:00:01.0666666666666667,0
33,1,573,336,00:00:01.1,0
34,1,572,336,00:00:01.1333333333333333,0
35,1,563,336,00:00:01.1666666666666667,0
36,1,553,336,00:00:01.2,0
37,1,546,336,00:00:01.2333333333333334,0
38,1,538,340,00:00:01.2666666666666666,0
39,1,533,343,00:00:01.3,0
40,1,531,345,00:00:01.3333333333333333,0
41,1,526,348,00:00:01.3666666666666667,0
42,1,518,356,00:00:01.4,0
43,1,513,363,00:00:01.4333333333333333,0
44,1,506,373,00:00:01.4666666666666666,0
45,1,501,382,00:00:01.5,0
46,1,501,385,00:00:01.5333333333333332,0
47,1,496,393,00:00:01.5666666666666667,0
48,1,491,406,00:00:01.6,0
49,1,487,416,00:00:01.6333333333333333,0
50,1,483,430,00:00:01.6666666666666667,1
51,0,0,0,00:00:01.7,0
52,0,0,0,00:00:01.7333333333333334,0
53,1,471,423,00:00:01.7666666666666666,0
54,1,467,407,00:00:01.8,0
55,1,466,388,00:00:01.8333333333333333,0
56,1,463,376,00:00:01.8666666666666667,0
57,1,463,367,00:00:01.9,0
58,1,465,365,00:00:01.9333333333333333,0
59,1,461,356,00:00:01.9666666666666666,0
60,1,458,348,00:00:02.0,0
61,1,456,342,00:00:02.033333333333333,0
62,1,452,340,00:00:02.0666666666666664,0
63,1,448,338,00:00:02.1,0
64,1,448,338,00:00:02.1333333333333333,0
65,1,446,338,00:00:02.1666666666666665,0
66,1,441,338,00:00:02.2,0
67,1,437,341,00:00:02.2333333333333334,0
68,1,436,343,00:00:02.2666666666666666,0
69,1,431,347,00:00:02.3,0
70,1,431,348,00:00:02.3333333333333335,0
71,1,428,353,00:00:02.3666666666666667,0
72,1,426,361,00:00:02.4,0
73,1,423,370,00:00:02.433333333333333,0
74,1,421,378,00:00:02.466666666666667,0
75,1,420,388,00:00:02.5,0
76,1,418,391,00:00:02.533333333333333,0
77,1,417,401,00:00:02.5666666666666664,0
78,1,423,406,00:00:02.6,0
79,1,460,390,00:00:02.6333333333333333,1
80,1,492,373,00:00:02.6666666666666665,0
81,0,0,0,00:00:02.7,0
82,0,0,0,00:00:02.7333333333333334,0
83,1,538,347,00:00:02.7666666666666666,0
84,1,573,340,00:00:02.8,0
85,1,593,331,00:00:02.8333333333333335,0
86,1,612,327,00:00:02.8666666666666667,0
87,0,0,0,00:00:02.9,0
88,0,0,0,00:00:02.933333333333333,0
89,1,652,322,00:00:02.966666666666667,0
90,1,671,321,00:00:03.0,0
91,1,687,321,00:00:03.033333333333333,0
92,1,703,326,00:00:03.0666666666666664,0
93,1,718,330,00:00:03.1,0
94,1,720,328,00:00:03.1333333333333333,0
95,1,732,333,00:00:03.1666666666666665,0
96,1,746,341,00:00:03.2,0
97,1,761,348,00:00:03.2333333333333334,0
98,1,772,356,00:00:03.2666666666666666,0
99,1,782,363,00:00:03.3,0
100,1,783,366,00:00:03.3333333333333335,0
101,1,795,376,00:00:03.3666666666666667,0
102,1,805,387,00:00:03.4,0
103,1,816,397,00:00:03.433333333333333,0
104,1,826,411,00:00:03.466666666666667,0
105,1,833,425,00:00:03.5,0
106,1,835,426,00:00:03.533333333333333,0
107,1,843,441,00:00:03.5666666666666664,0
108,1,852,458,00:00:03.6,0
109,0,0,0,00:00:03.6333333333333333,0
110,0,0,0,00:00:03.6666666666666665,1
111,1,871,443,00:00:03.6999999999999997,0
112,1,871,441,00:00:03.7333333333333334,0
113,1,866,422,00:00:03.7666666666666666,0
114,1,866,410,00:00:03.8,0
115,0,0,0,00:00:03.8333333333333335,0
116,1,871,383,00:00:03.8666666666666667,0
117,1,895,483,00:00:03.9,0
118,1,895,483,00:00:03.933333333333333,0
119,1,893,485,00:00:03.966666666666667,0
120,1,866,365,00:00:04.0,0
121,1,866,362,00:00:04.033333333333333,0
122,1,865,363,00:00:04.066666666666666,0
123,0,0,0,00:00:04.1,0
124,1,865,367,00:00:04.133333333333333,0
125,1,863,371,00:00:04.166666666666667,0
126,1,861,376,00:00:04.2,0
127,1,861,381,00:00:04.233333333333333,0
128,1,861,386,00:00:04.266666666666667,0
129,0,0,0,00:00:04.3,0
130,0,0,0,00:00:04.333333333333333,0
131,0,0,0,00:00:04.366666666666666,0
132,0,0,0,00:00:04.4,0
133,0,0,0,00:00:04.433333333333334,0
134,0,0,0,00:00:04.466666666666667,0
135,0,0,0,00:00:04.5,0
136,0,0,0,00:00:04.533333333333333,0
137,0,0,0,00:00:04.566666666666666,0
138,0,0,0,00:00:04.6,0
139,0,0,0,00:00:04.633333333333333,0
140,0,0,0,00:00:04.666666666666667,0
