Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,1,617,391,00:00:00.3333333333333333,0
11,1,622,377,00:00:00.36666666666666664,0
12,1,627,365,00:00:00.4,0
13,1,630,365,00:00:00.43333333333333335,0
14,1,631,356,00:00:00.4666666666666667,0
15,1,633,347,00:00:00.5,0
16,1,636,341,00:00:00.5333333333333333,0
17,1,637,336,00:00:00.5666666666666667,0
18,0,0,0,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,0,0,0,00:00:00.6666666666666666,0
21,0,0,0,00:00:00.7,0
22,0,0,0,00:00:00.7333333333333333,0
23,0,0,0,00:00:00.7666666666666666,0
24,0,0,0,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,0
27,0,0,0,00:00:00.9,0
28,0,0,0,00:00:00.9333333333333333,0
29,0,0,0,00:00:00.9666666666666667,1
30,1,653,328,00:00:01.0,0
31,1,653,326,00:00:01.0333333333333332,0
32,1,656,323,00:00:01.0666666666666667,1
33,1,657,320,00:00:01.1,0
34,1,656,317,00:00:01.1333333333333333,0
35,1,653,317,00:00:01.1666666666666667,0
36,1,651,318,00:00:01.2,0
37,1,651,318,00:00:01.2333333333333334,0
38,1,651,321,00:00:01.2666666666666666,0
39,1,651,323,00:00:01.3,0
40,1,648,326,00:00:01.3333333333333333,0
41,1,646,332,00:00:01.3666666666666667,0
42,1,645,340,00:00:01.4,0
43,1,643,341,00:00:01.4333333333333333,0
44,1,643,348,00:00:01.4666666666666666,0
45,1,641,361,00:00:01.5,0
46,1,638,371,00:00:01.5333333333333332,0
47,1,636,381,00:00:01.5666666666666667,0
48,0,0,0,00:00:01.6,0
49,0,0,0,00:00:01.6333333333333333,0
50,0,0,0,00:00:01.6666666666666667,0
51,0,0,0,00:00:01.7,0
52,0,0,0,00:00:01.7333333333333334,0
53,0,0,0,00:00:01.7666666666666666,0
54,0,0,0,00:00:01.8,0
55,0,0,0,00:00:01.8333333333333333,1
56,1,602,260,00:00:01.8666666666666667,0
57,1,592,196,00:00:01.9,0
58,1,586,146,00:00:01.9333333333333333,0
59,1,580,105,00:00:01.9666666666666666,0
60,0,0,0,00:00:02.0,0
61,0,0,0,00:00:02.033333333333333,0
62,1,567,37,00:00:02.0666666666666664,0
63,1,563,10,00:00:02.1,0
64,0,0,0,00:00:02.1333333333333333,0
65,0,0,0,00:00:02.1666666666666665,0
66,0,0,0,00:00:02.2,0
67,0,0,0,00:00:02.2333333333333334,0
68,0,0,0,00:00:02.2666666666666666,0
69,0,0,0,00:00:02.3,0
70,0,0,0,00:00:02.3333333333333335,0
71,0,0,0,00:00:02.3666666666666667,0
72,0,0,0,00:00:02.4,0
73,0,0,0,00:00:02.433333333333333,0
74,0,0,0,00:00:02.466666666666667,0
75,0,0,0,00:00:02.5,0
76,0,0,0,00:00:02.533333333333333,0
77,0,0,0,00:00:02.5666666666666664,0
78,0,0,0,00:00:02.6,0
79,0,0,0,00:00:02.6333333333333333,0
80,0,0,0,00:00:02.6666666666666665,0
81,0,0,0,00:00:02.7,0
82,0,0,0,00:00:02.7333333333333334,0
83,0,0,0,00:00:02.7666666666666666,0
84,0,0,0,00:00:02.8,0
85,0,0,0,00:00:02.8333333333333335,0
86,0,0,0,00:00:02.8666666666666667,0
87,0,0,0,00:00:02.9,0
88,0,0,0,00:00:02.933333333333333,0
89,0,0,0,00:00:02.966666666666667,0
90,0,0,0,00:00:03.0,0
91,0,0,0,00:00:03.033333333333333,0
92,0,0,0,00:00:03.0666666666666664,0
93,0,0,0,00:00:03.1,0
94,0,0,0,00:00:03.1333333333333333,0
95,1,521,5,00:00:03.1666666666666665,0
96,1,521,18,00:00:03.2,0
97,1,520,21,00:00:03.2333333333333334,0
98,1,521,33,00:00:03.2666666666666666,0
99,1,520,48,00:00:03.3,0
100,1,518,65,00:00:03.3333333333333335,0
101,1,518,81,00:00:03.3666666666666667,0
102,1,521,98,00:00:03.4,0
103,1,520,98,00:00:03.433333333333333,0
104,1,520,113,00:00:03.466666666666667,0
105,1,518,131,00:00:03.5,0
106,1,518,148,00:00:03.533333333333333,0
107,1,518,166,00:00:03.5666666666666664,0
108,0,0,0,00:00:03.6,0
109,0,0,0,00:00:03.6333333333333333,1
110,0,0,0,00:00:03.6666666666666665,0
111,1,637,311,00:00:03.6999999999999997,0
112,1,660,341,00:00:03.7333333333333334,0
113,1,680,368,00:00:03.7666666666666666,0
114,1,696,392,00:00:03.8,0
115,1,697,391,00:00:03.8333333333333335,0
116,1,711,413,00:00:03.8666666666666667,0
117,1,723,437,00:00:03.9,0
118,1,736,457,00:00:03.933333333333333,0
119,1,746,478,00:00:03.966666666666667,0
120,1,756,501,00:00:04.0,0
121,1,757,501,00:00:04.033333333333333,0
122,1,765,522,00:00:04.066666666666666,1
123,1,771,495,00:00:04.1,0
124,1,768,455,00:00:04.133333333333333,0
125,1,766,422,00:00:04.166666666666667,0
126,1,766,400,00:00:04.2,0
127,1,766,395,00:00:04.233333333333333,0
128,1,765,373,00:00:04.266666666666667,0
129,1,765,353,00:00:04.3,0
130,1,762,338,00:00:04.333333333333333,0
131,1,761,325,00:00:04.366666666666666,0
132,1,761,316,00:00:04.4,0
133,1,761,316,00:00:04.433333333333334,0
134,1,761,308,00:00:04.466666666666667,0
135,1,761,301,00:00:04.5,0
136,1,758,296,00:00:04.533333333333333,0
137,1,758,293,00:00:04.566666666666666,0
138,0,0,0,00:00:04.6,0
139,0,0,0,00:00:04.633333333333333,0
140,0,0,0,00:00:04.666666666666667,0
141,1,756,293,00:00:04.7,0
142,1,756,296,00:00:04.733333333333333,0
143,1,756,300,00:00:04.766666666666667,0
144,1,756,303,00:00:04.8,0
145,1,756,306,00:00:04.833333333333333,0
146,1,756,311,00:00:04.866666666666666,0
147,1,756,316,00:00:04.9,0
148,1,756,326,00:00:04.933333333333334,0
149,1,755,333,00:00:04.966666666666667,0
150,1,756,346,00:00:05.0,0
151,1,756,347,00:00:05.033333333333333,0
152,1,755,356,00:00:05.066666666666666,0
153,1,756,366,00:00:05.1,0
